dropdown_value,dropdown_text,document_link
Castrum Abbatiae,Castrum Abbatiae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5171a4e1e55d9ed5c1256f9a00404c2a?OpenDocument
Castrum,Castrum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fbe9d263f88c4affc1256f9a0054e33b?OpenDocument
Castroreale,Castroreale,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27ded656cd89505fc1256f9a0054e47f?OpenDocument
Castronuovo di Sicilia,Castronuovo di Sicilia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7abe9f8a434cb01bc1256f9a0054e438?OpenDocument
Castronovo di Sicilia,Castronovo di Sicilia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7abe9f8a434cb01bc1256f9a0054e438?OpenDocument
Castrogiovanni,Castrogiovanni,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b5dd161ce0f2747c1256f9a0056fea1?OpenDocument
Castrocaro,Castrocaro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/57d4acb67d4b830ac1256f9a0054e3ec?OpenDocument
Castro (Farnese),Castro (Farnese),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fbe9d263f88c4affc1256f9a0054e33b?OpenDocument
Castione,Castione,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f2290b3c300cca95c1256f9a0047d7fa?OpenDocument
Castinum,Castinum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8ed85a4cdbafc586c1256f9a0054e2f8?OpenDocument
Castino,Castino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8ed85a4cdbafc586c1256f9a0054e2f8?OpenDocument
Castilionum,Castilionum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d0091796c1b93bb3c1256f9a0047dab0?OpenDocument
Castilio Perusinus,Castilio Perusinus,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e7e37eedf6072b99c1256f9a0047dbb8?OpenDocument
Castilio Garphagnanae,Castilio Garphagnanae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c95c2f58109790fcc1256f9a0047d9dd?OpenDocument
Castilio Florentinus,Castilio Florentinus,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e7e37eedf6072b99c1256f9a0047dbb8?OpenDocument
Castilio Aretinus,Castilio Aretinus,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e7e37eedf6072b99c1256f9a0047dbb8?OpenDocument
Castilio a Stiveriis,Castilio a Stiveriis,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f2290b3c300cca95c1256f9a0047d7fa?OpenDocument
Castileo Messer Raimundi,Castileo Messer Raimundi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/df662ef1555a36a9c1256f9a0047dcd8?OpenDocument
Castignano,Castignano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/547073c660c68ca4c1256f9a0054e224?OpenDocument
Castiglioni,Castiglioni,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b39b604e0d79fe71c1256f9a0047d78c?OpenDocument
Castiglione Messer Raimondo,Castiglione Messer Raimondo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/df662ef1555a36a9c1256f9a0047dcd8?OpenDocument
Castiglione Fiorentino,Castiglione Fiorentino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e7e37eedf6072b99c1256f9a0047dbb8?OpenDocument
Castiglione di Sicilia,Castiglione di Sicilia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d0091796c1b93bb3c1256f9a0047dab0?OpenDocument
Castiglione di Garfagnana,Castiglione di Garfagnana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c95c2f58109790fcc1256f9a0047d9dd?OpenDocument
Castiglione delle Stiviere,Castiglione delle Stiviere,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f2290b3c300cca95c1256f9a0047d7fa?OpenDocument
Castiglione della Valle (Colledara),Castiglione della Valle (Colledara),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b39b604e0d79fe71c1256f9a0047d78c?OpenDocument
Castiglione del Lago,Castiglione del Lago,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0518f6691e49f39bc1256f9a0047d994?OpenDocument
Castiglione dei Pepoli,Castiglione dei Pepoli,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6a6e682e63dbf261c1256f9a0047d6fd?OpenDocument
Castiglione de' Gatti,Castiglione de' Gatti,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6a6e682e63dbf261c1256f9a0047d6fd?OpenDocument
Castiglione d'Orcia,Castiglione d'Orcia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/36bd058305a7613bc1256f9a0047d6a1?OpenDocument
Castiglione Chiusino,Castiglione Chiusino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0518f6691e49f39bc1256f9a0047d994?OpenDocument
Castiglione Chiavarese,Castiglione Chiavarese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8e19fa92a424acedc1256f9a0047d685?OpenDocument
Castenedolo,Castenedolo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ac6e411833384895c1256f9a0047d671?OpenDocument
Castelvetro Piacentino,Castelvetro Piacentino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/64e00c68461ebaa4c1256f9a0047d323?OpenDocument
Castelvetere,Castelvetere,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2de2e83eaf720786c1256f9a0054ea05?OpenDocument
Castelvenere,Castelvenere,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/13fd103e277180dac1256f9a0047d2a8?OpenDocument
Castelvecchio oltre Po,Castelvecchio oltre Po,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/64e00c68461ebaa4c1256f9a0047d323?OpenDocument
Castelvecchio di Calabria,Castelvecchio di Calabria,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2de2e83eaf720786c1256f9a0054ea05?OpenDocument
Castelsardo,Castelsardo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/91b7397abd75ad8bc1256f9a0047d505?OpenDocument
Castelnuovo Scrivia,Castelnuovo Scrivia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ff30a5c1f0cfc8dbc1256f9a0047d278?OpenDocument
Castelnuovo Rangone,Castelnuovo Rangone,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a2a4e9e6d65af0dbc1256f9a0047d249?OpenDocument
Castelnuovo di Val di Cecina,Castelnuovo di Val di Cecina,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1c4721d59c5cabe0c1256f9a0047d21e?OpenDocument
Castelnuovo di Porto,Castelnuovo di Porto,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27f0b237c8ac5940c1256f9a0047d1d0?OpenDocument
Castelnuovo di Garfagnana,Castelnuovo di Garfagnana,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7737370b15e015dbc1256f9a0047d131?OpenDocument
Castelnuovo dell'Abate (Affi),Castelnuovo dell'Abate (Affi),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/12f7184eb066d3ebc1256f9a0047d08d?OpenDocument
Castelnuovo d'Elsa (Castelfiorentino),Castelnuovo d'Elsa (Castelfiorentino),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9a0f85bc958f6c88c1256f9a0047d040?OpenDocument
Castelnuovo Berardenga,Castelnuovo Berardenga,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/82437c83d8df97bcc1257089002ac755?OpenDocument
Castelnovetto,Castelnovetto,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/426efde04fdd710fc1256f9a0047d027?OpenDocument
Castelmarte,Castelmarte,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b14c2dc63881112fc1256f9a0047cff1?OpenDocument
Castello Iane,Castello Iane,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/91b7397abd75ad8bc1256f9a0047d505?OpenDocument
Castello di Nemi,Castello di Nemi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d2954cca927be10ec1256fa40048c52e?OpenDocument
Castelletum,Castelletum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2749e5bb97b9fb20c1256f9a0047cf38?OpenDocument
Castelletto sopra Ticino,Castelletto sopra Ticino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2749e5bb97b9fb20c1256f9a0047cf38?OpenDocument
Castelletto Merli,Castelletto Merli,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a8c02d061e6420e9c1256f9a0047cf1f?OpenDocument
Castelleo Vallis,Castelleo Vallis,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b39b604e0d79fe71c1256f9a0047d78c?OpenDocument
Castellaro,Castellaro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6770fd409aa6c42bc1256f9a0047cf10?OpenDocument
Castellarium,Castellarium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6770fd409aa6c42bc1256f9a0047cf10?OpenDocument
Castellarano,Castellarano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9315b861d5acf5dfc1256f9a0047cee7?OpenDocument
Castellaneta,Castellaneta,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/df3629004372cf6ec1256f9a0047ced7?OpenDocument
Castellamonte,Castellamonte,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/453bec82cfd6c6c9c1256f9a0047cec3?OpenDocument
Castella (Isola Capo Rizzuto),Castella (Isola Capo Rizzuto),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/77eac14810c2aba7c1256f9a0047cead?OpenDocument
Castell'Arquato,Castell'Arquato,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8086e487e3ec345cc1257089002a5915?OpenDocument
Castelgenovese,Castelgenovese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/91b7397abd75ad8bc1256f9a0047d505?OpenDocument
Castelfranco Emilia,Castelfranco Emilia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3df31555820ca547c1256f9a0047ce7e?OpenDocument
Castelfranco di Paganico,Castelfranco di Paganico,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e3c16148e9c0f0f4c1256fa40048e186?OpenDocument
Castelfranco,Castelfranco,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3a90eb12e1593481c1256f9a0047ce3e?OpenDocument
Castelfiorentino (Viterbo),Castelfiorentino (Viterbo),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bfd39f2bc074792cc1256f9a0047cdef?OpenDocument
Castelfiorentino,Castelfiorentino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/58fad262ccdb198ac1256f9a0047cdd4?OpenDocument
Castelfidardo,Castelfidardo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/baac92add935393ec1256f9a0047cd68?OpenDocument
Castelficardo,Castelficardo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/baac92add935393ec1256f9a0047cd68?OpenDocument
Casteletum Merlorum,Casteletum Merlorum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a8c02d061e6420e9c1256f9a0047cf1f?OpenDocument
Casteldelfino,Casteldelfino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0f8e6ff3a61db9e8c1256f9a0047ccf0?OpenDocument
Castelcovolo,Castelcovolo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/187383c89f42d61ac1256f9a0056e712?OpenDocument
Castelcorno (Isera),Castelcorno (Isera),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4176a821e0465295c1256f9a0047cc9c?OpenDocument
Castelbolognese,Castelbolognese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9d302c51f6b7881bc1256f9a0047d384?OpenDocument
Castel Savelli,Castel Savelli,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/35639446d19ca5a7c1256fac00403583?OpenDocument
Castel Sardo,Castel Sardo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/91b7397abd75ad8bc1256f9a0047d505?OpenDocument
Castel San Pietro Terme,Castel San Pietro Terme,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/93e183ec9284a5d7c1256f9a0047d4bd?OpenDocument
Castel San Pietro dell'Emilia,Castel San Pietro dell'Emilia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/93e183ec9284a5d7c1256f9a0047d4bd?OpenDocument
Castel San Giorgio,Castel San Giorgio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e45397f17e5eec0ac1256fa40048d4f2?OpenDocument
Castel Monaco,Castel Monaco,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/69fa89e5d743f2b0c1256fa300601548?OpenDocument
Castel Maggiore,Castel Maggiore,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/996aaa4fb8c4b40fc1256f9a0047d4a7?OpenDocument
Castel Goffredo,Castel Goffredo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/84a5cb73b6ec8645c1256f9a0047d47a?OpenDocument
Castel Genovese,Castel Genovese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/91b7397abd75ad8bc1256f9a0047d505?OpenDocument
Castel Gandolfo,Castel Gandolfo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ebf597360431d563c1256f9a0047d3f6?OpenDocument
Castel Durante,Castel Durante,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/57f5d6ec5f35564ac1256f3b004d397e?OpenDocument
Castel di Lago (Arrone),Castel di Lago (Arrone),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6c2af6e354120023c1256f9a0047d3dc?OpenDocument
Castel della Badia,Castel della Badia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5171a4e1e55d9ed5c1256f9a00404c2a?OpenDocument
Castel Bolognese,Castel Bolognese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9d302c51f6b7881bc1256f9a0047d384?OpenDocument
Castel Aragonese,Castel Aragonese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/91b7397abd75ad8bc1256f9a0047d505?OpenDocument
Castegnero,Castegnero,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8819f996d0ab910cc1256f9a0047cc87?OpenDocument
Castaneanum,Castaneanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/547073c660c68ca4c1256f9a0054e224?OpenDocument
Castagnolum,Castagnolum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ddb1dc6fc94b86adc1256f9a0047cc4d?OpenDocument
Castagnolo Maggiore,Castagnolo Maggiore,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/996aaa4fb8c4b40fc1256f9a0047d4a7?OpenDocument
Castagnola (Giano nell'Umbria),Castagnola (Giano nell'Umbria),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ddb1dc6fc94b86adc1256f9a0047cc4d?OpenDocument
Castagneto Carducci,Castagneto Carducci,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/101bb1317fe22261c1256f9a0047cc3b?OpenDocument
Cassino,Cassino,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/74df51731a650f63c1256f9a0047cc1a?OpenDocument
Cassinelle,Cassinelle,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ffbf06c9c95f46a1c1256f9a0047cb5e?OpenDocument
Cassine,Cassine,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/312da2c5ba2338fec1256f9a0047cb28?OpenDocument
Cassinae,Cassinae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/312da2c5ba2338fec1256f9a0047cb28?OpenDocument
Cassia,Cassia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a2ff8d090760bb3dc1256f9a0047c6a7?OpenDocument
Cassano allo Ionio,Cassano allo Ionio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b5f0c5aaa3559c9cc12570890029f5d1?OpenDocument
Cassacum,Cassacum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b14ea76515927512c1256f9a0047cb0a?OpenDocument
Cassacco,Cassacco,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b14ea76515927512c1256f9a0047cb0a?OpenDocument
Casorzo,Casorzo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/476062e8895baac9c1256f9a0047cade?OpenDocument
Casorate,Casorate,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/672f63923c37d137c1256f9a0047ca66?OpenDocument
Casole d'Elsa,Casole d'Elsa,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5cdf4665b0ad2b29c1256f9a0047ca21?OpenDocument
Casolate,Casolate,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/672f63923c37d137c1256f9a0047ca66?OpenDocument
Casnigo,Casnigo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/120d259d3565a7a9c1256f9a0047c9c2?OpenDocument
Casellina (Scandicci),Casellina (Scandicci),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/709edec84b28b656c1256f9a0047c91b?OpenDocument
Caselle Torinese,Caselle Torinese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/614ed50f71136d27c1256f9a0047c8d6?OpenDocument
Casellarum Oppidum,Casellarum Oppidum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/614ed50f71136d27c1256f9a0047c8d6?OpenDocument
Cascina (Scandicci),Cascina (Scandicci),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4b5ecc8c79132922c1256f9a0047c854?OpenDocument
Cascia,Cascia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a2ff8d090760bb3dc1256f9a0047c6a7?OpenDocument
Casalvolone,Casalvolone,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2e29d20f61cfd4f5c1256f9a0047c5d2?OpenDocument
Casalvollone,Casalvollone,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2e29d20f61cfd4f5c1256f9a0047c5d2?OpenDocument
Casalpoglio (Castel Goffredo),Casalpoglio (Castel Goffredo),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0ab0f482ebaf9837c1256f9a0047c582?OpenDocument
Casalmaggiore,Casalmaggiore,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f29c9a59f802b060c1256fa80054d6b7?OpenDocument
Casalismaior,Casalismaior,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f29c9a59f802b060c1256fa80054d6b7?OpenDocument
Casalisbeltrami,Casalisbeltrami,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f19dea1126f2e0f3c1256f9a0047c479?OpenDocument
Casalis Volloni,Casalis Volloni,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2e29d20f61cfd4f5c1256f9a0047c5d2?OpenDocument
Casalis Fluminensis,Casalis Fluminensis,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7e8bc4b0954f6f6fc1256f9a0047c647?OpenDocument
Casalis,Casalis,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f59d5b7e6e376a15c1256f9a0047c4e9?OpenDocument
Casalfiumanese,Casalfiumanese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7e8bc4b0954f6f6fc1256f9a0047c647?OpenDocument
Casalecchio dei Conti (Castel San Pietro Terme),Casalecchio dei Conti (Castel San Pietro Terme),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a18ab2ce75ee1433c1256f9a0047c4cd?OpenDocument
Casale Sancti Evasii,Casale Sancti Evasii,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f59d5b7e6e376a15c1256f9a0047c4e9?OpenDocument
Casale Monferrato,Casale Monferrato,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f59d5b7e6e376a15c1256f9a0047c4e9?OpenDocument
Casale Marittimo,Casale Marittimo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7e67a8f775c7d864c1256f9a0047c4d8?OpenDocument
Casale de' Greci,Casale de' Greci,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0ac0c1f8f4ebce15c1256fac004029ef?OpenDocument
Casalbeltrame,Casalbeltrame,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f19dea1126f2e0f3c1256f9a0047c479?OpenDocument
