dropdown_value,dropdown_text,document_link
Salorno,Salorno,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b3e7f56f5ae791ddc1256fac00401d27?OpenDocument
Salodium,Salodium,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d9f6a4184ff2ea45c1256fac00401bc6?OpenDocument
_ladgmp58_,Salò,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d9f6a4184ff2ea45c1256fac00401bc6?OpenDocument
Sallanches,Sallanches,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/28bc40b3f4998802c1256fac00401bb5?OpenDocument
Salernum,Salernum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/11b8cad1d7ff0304c1256fac00401a5a?OpenDocument
Salerno,Salerno,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/11b8cad1d7ff0304c1256fac00401a5a?OpenDocument
Salemi,Salemi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9201eb542fdc07b5c1256fac00401a49?OpenDocument
Sale delle Langhe,Sale delle Langhe,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9b7613f5ed0e9e62c1256fac00401b94?OpenDocument
Sale,Sale,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ced7732c483e20adc1256fac00401a2b?OpenDocument
Salbertrand,Salbertrand,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4e4923460b6d4ca4c1256fac00401a14?OpenDocument
Salae,Salae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ced7732c483e20adc1256fac00401a2b?OpenDocument
Salabertan,Salabertan,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4e4923460b6d4ca4c1256fac00401a14?OpenDocument
Sala Vetitia,Sala Vetitia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a26f13d0ddca87dfc1256fac00403f76?OpenDocument
Sala Vecchia,Sala Vecchia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a26f13d0ddca87dfc1256fac00403f76?OpenDocument
Saint Trivier de Courtes,Saint Trivier de Courtes,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7853df6577416b62c1256fac004019fe?OpenDocument
Saint Trivier de Cortoux,Saint Trivier de Cortoux,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7853df6577416b62c1256fac004019fe?OpenDocument
Saint Michel de Maurienne,Saint Michel de Maurienne,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fa50ed8a2edce1efc1256fac004019ee?OpenDocument
Saint Maurice (Valais),Saint Maurice (Valais),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6e11b3b8f3a163ffc1256fac004019cc?OpenDocument
Saint Jeoire en Faucigny,Saint Jeoire en Faucigny,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7eaeea6b811af905c1256fac004019b9?OpenDocument
Saint-Florent,Saint-Florent,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/42c24ba1c7b6fd0dc1256fac004024b4?OpenDocument
Saint'Hospice (Villefranche sur Mer),Saint'Hospice (Villefranche sur Mer),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/74c7dc3dcb58add2c1256fac0040302c?OpenDocument
Sacrofano,Sacrofano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/48ce516521ee5791c1256fac00401901?OpenDocument
Sacra di San Michele (Chiusa di San Michele),Sacra di San Michele (Chiusa di San Michele),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/032ba217f867e617c1256fac00401954?OpenDocument
Sacilum,Sacilum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9277c64e533bb778c1256fac004018d0?OpenDocument
Sacillum,Sacillum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9277c64e533bb778c1256fac004018d0?OpenDocument
Sacile,Sacile,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9277c64e533bb778c1256fac004018d0?OpenDocument
Saccum,Saccum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/43218d60eeccf937c1256fa400490eac?OpenDocument
Saccomuro (Vicovaro),Saccomuro (Vicovaro),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e65b234a88e2949ec1256fac004018bc?OpenDocument
Saccomoro,Saccomoro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e65b234a88e2949ec1256fac004018bc?OpenDocument
Sacca,Sacca,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1fbe60029eae9816c1256fac00403c98?OpenDocument
Sacamuro,Sacamuro,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e65b234a88e2949ec1256fac004018bc?OpenDocument
Sablorreta,Sablorreta,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/47472a8c9e848532c1256fac00401735?OpenDocument
Sablonum,Sablonum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/270e689a53b35551c1256fac00401713?OpenDocument
Sabloneta,Sabloneta,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/47472a8c9e848532c1256fac00401735?OpenDocument
Sabbionetta,Sabbionetta,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/47472a8c9e848532c1256fac00401735?OpenDocument
Sabbioneta,Sabbioneta,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/47472a8c9e848532c1256fac00401735?OpenDocument
Sabbion (Cologna Veneta),Sabbion (Cologna Veneta),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/270e689a53b35551c1256fac00401713?OpenDocument
Ruxilionum Villafranche,Ruxilionum Villafranche,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5bf97e0949ce200dc1256fac003ef907?OpenDocument
Ruxilionum,Ruxilionum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5bf97e0949ce200dc1256fac003ef907?OpenDocument
Ruxiglonum,Ruxiglonum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5bf97e0949ce200dc1256fac003ef907?OpenDocument
Ruvigno,Ruvigno,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1e1113ad466ebba9c1256fac003efbce?OpenDocument
Ruvianum,Ruvianum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2a1ed9494b3757d2c1256fac003efad3?OpenDocument
Rutilianum,Rutilianum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2e7c806a4c583301c1256fac003efeda?OpenDocument
Rutigliano,Rutigliano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2e7c806a4c583301c1256fac003efeda?OpenDocument
Russi,Russi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/89b02ebeef4a3157c1256fac003efec9?OpenDocument
Ruolo,Ruolo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/36982036deeb7ef9c1256fac003ef65e?OpenDocument
Rumanum,Rumanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8756612d9bf7c94ec1256fac003ef6de?OpenDocument
Ruginio,Ruginio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1e1113ad466ebba9c1256fac003efbce?OpenDocument
Rue,Rue,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8c57ba690067929fc1256fac003efe97?OpenDocument
Rubinun,Rubinun,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1e1113ad466ebba9c1256fac003efbce?OpenDocument
Rubiera,Rubiera,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9c23b28ba11d917fc1256fac003efe5a?OpenDocument
Rubianun,Rubianun,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2a1ed9494b3757d2c1256fac003efad3?OpenDocument
Rubianu,Rubianu,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2a1ed9494b3757d2c1256fac003efad3?OpenDocument
Rubiano,Rubiano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2a1ed9494b3757d2c1256fac003efad3?OpenDocument
Rubbiera,Rubbiera,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9c23b28ba11d917fc1256fac003efe5a?OpenDocument
Roxignanum,Roxignanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b1e4944da77e705cc1256fac003ef87f?OpenDocument
Rovole,Rovole,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/74ca2641b76079e9c1256fac003ef62d?OpenDocument
Rovigo,Rovigo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/308e647ba6284cc9c1256fac003efcba?OpenDocument
Rovigno,Rovigno,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1e1113ad466ebba9c1256fac003efbce?OpenDocument
Roviano,Roviano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2a1ed9494b3757d2c1256fac003efad3?OpenDocument
Rovereto,Rovereto,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1e207c6f586fdfcfc1256fac003ef9d2?OpenDocument
Roveredum,Roveredum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1e207c6f586fdfcfc1256fac003ef9d2?OpenDocument
Roveredo,Roveredo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1e207c6f586fdfcfc1256fac003ef9d2?OpenDocument
Rovato,Rovato,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/767794e1a5afd549c1256fac003ef9b1?OpenDocument
Rotundumons,Rotundumons,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d4263cafb8d148ccc1256fac003ef747?OpenDocument
Rotingum,Rotingum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/44380673e6e0cd4bc1256fac003ef593?OpenDocument
Rotigliano,Rotigliano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2e7c806a4c583301c1256fac003efeda?OpenDocument
Rotecastello (San Venanzo),Rotecastello (San Venanzo),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aa047be66ce62b47c1256fac003ef970?OpenDocument
Rotacastello,Rotacastello,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/aa047be66ce62b47c1256fac003ef970?OpenDocument
Rota (Tolfa),Rota (Tolfa),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6870004dcebfb31cc1256fac003ef958?OpenDocument
Rossiglione,Rossiglione,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5bf97e0949ce200dc1256fac003ef907?OpenDocument
Rosito,Rosito,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c177a2793aff43c0c1256fac003ef7f7?OpenDocument
Rosignano Monferrato,Rosignano Monferrato,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b1e4944da77e705cc1256fac003ef87f?OpenDocument
Rosignano Marittimo,Rosignano Marittimo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/50d3b6c1c9c3ce7cc1256fac003ef834?OpenDocument
Roseto Valfortore,Roseto Valfortore,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c177a2793aff43c0c1256fac003ef7f7?OpenDocument
Rosato,Rosato,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ad87cac5959447d6c1256fac003ef7d5?OpenDocument
Roncilio,Roncilio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d05999f14b65aaec1256fac003ef779?OpenDocument
Ronciglione,Ronciglione,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8d05999f14b65aaec1256fac003ef779?OpenDocument
Ronchi di Bagnarola,Ronchi di Bagnarola,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bbf1b5cd8dc065e3c1256fac003ef758?OpenDocument
Ronchi,Ronchi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bbf1b5cd8dc065e3c1256fac003ef758?OpenDocument
Romont (Friburgo),Romont (Friburgo),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d4263cafb8d148ccc1256fac003ef747?OpenDocument
Romanum,Romanum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/574f36f3f4c55dfec1256fac003ef688?OpenDocument
Romano di Lombardia,Romano di Lombardia,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8756612d9bf7c94ec1256fac003ef6de?OpenDocument
Romano Canavese,Romano Canavese,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/574f36f3f4c55dfec1256fac003ef688?OpenDocument
Romagna,Romagna,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/41eedfd519bc1a8fc1256fac003f1e0f?OpenDocument
Roma,Roma,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/50593c22efc65cbbc1256fac003eff92?OpenDocument
Rolum,Rolum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/36982036deeb7ef9c1256fac003ef65e?OpenDocument
Rolo,Rolo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/36982036deeb7ef9c1256fac003ef65e?OpenDocument
Rolae,Rolae,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/36982036deeb7ef9c1256fac003ef65e?OpenDocument
Rogolo,Rogolo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/74ca2641b76079e9c1256fac003ef62d?OpenDocument
Rofrano,Rofrano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/44c051ffb6fcfbf3c1256fac003ef610?OpenDocument
Roffeno Musiolo (Castel d'Aiano),Roffeno Musiolo (Castel d'Aiano),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b8f32638a3c68bf5c1256fac003ef5ff?OpenDocument
Rodigo,Rodigo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/44380673e6e0cd4bc1256fac003ef593?OpenDocument
Rochebrune,Rochebrune,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/84339b86932f6e48c1256fac003ef222?OpenDocument
Rochebaudorum,Rochebaudorum,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c741a3d464bfb6bbc1256fac003ef371?OpenDocument
Rocha Pectoris,Rocha Pectoris,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/982c6d1fa1ba10a7c1256fac003ef3fb?OpenDocument
Rocha Elmicis,Rocha Elmicis,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e18ba465ea344be2c1256fac003ef3bc?OpenDocument
Rocchette (Torri in Sabina),Rocchette (Torri in Sabina),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5915a4e59af91eebc1256fac003ef575?OpenDocument
Rocchetta Santo Stefano,Rocchetta Santo Stefano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6d07a1a83362960dc1256fac003ef55e?OpenDocument
Roccha Antiqua,Roccha Antiqua,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9f948a32cf3c2489c1256fac003ef29b?OpenDocument
Roccatagliata (Neirone),Roccatagliata (Neirone),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/10837c0d93c8703fc1256fac003ef303?OpenDocument
Roccantica,Roccantica,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9f948a32cf3c2489c1256fac003ef29b?OpenDocument
Roccalbegna,Roccalbegna,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9a1f9121888e5e2bc1256fac003ef257?OpenDocument
Roccafranca (Foligno),Roccafranca (Foligno),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/dd81e3a55a221d58c1256fac003ef231?OpenDocument
Roccadaspide,Roccadaspide,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7e202d20bfb883a4c1256fac003ef3ab?OpenDocument
Roccabruna,Roccabruna,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/84339b86932f6e48c1256fac003ef222?OpenDocument
Roccabernarda,Roccabernarda,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f08b8fd5aa2d7e38c1256fac003ef213?OpenDocument
Rocca Sigillina (Filattiera),Rocca Sigillina (Filattiera),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/63269fc2c837c8f3c1256fac003ef4a2?OpenDocument
Rocca Santo Stefano,Rocca Santo Stefano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6d07a1a83362960dc1256fac003ef55e?OpenDocument
Rocca San Giovanni,Rocca San Giovanni,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/08c236cc3a83ca90c1256fac003ef542?OpenDocument
Rocca San Casciano,Rocca San Casciano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/db6324efd6530e1fc1256fac003ef4b8?OpenDocument
Rocca Pitigliana (Gaggio Montano),Rocca Pitigliana (Gaggio Montano),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d8f35e5c2954d024c1256fac003ef488?OpenDocument
Rocca Pietore,Rocca Pietore,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/982c6d1fa1ba10a7c1256fac003ef3fb?OpenDocument
Rocca di Tintinnano,Rocca di Tintinnano,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7dc9c0c006b136bcc1256fac003ef3d9?OpenDocument
Rocca di Piettore,Rocca di Piettore,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/982c6d1fa1ba10a7c1256fac003ef3fb?OpenDocument
Rocca di Pettore,Rocca di Pettore,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/982c6d1fa1ba10a7c1256fac003ef3fb?OpenDocument
Rocca di Corno (Antrodoco),Rocca di Corno (Antrodoco),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4ccb1c48efa2f3cdc1256fac003ef38f?OpenDocument
Rocca delle Caminate,Rocca delle Caminate,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ddf266b75c666565c1256f9a0047b202?OpenDocument
Rocca de' Baldi,Rocca de' Baldi,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c741a3d464bfb6bbc1256fac003ef371?OpenDocument
Rocca d'Orcia (Castiglione d'Orcia),Rocca d'Orcia (Castiglione d'Orcia),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7dc9c0c006b136bcc1256fac003ef3d9?OpenDocument
Rocca d'Elmici (Predappio),Rocca d'Elmici (Predappio),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e18ba465ea344be2c1256fac003ef3bc?OpenDocument
Rocca Corneta (Lizzano in Belvedere),Rocca Corneta (Lizzano in Belvedere),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e33c2a429a004161c1256fac003ef35d?OpenDocument
Rocca Angitola (Francavilla Angitola),Rocca Angitola (Francavilla Angitola),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f6ae8b12aafbfd4ec1256fac003ef330?OpenDocument
Roboreto,Roboreto,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1e207c6f586fdfcfc1256fac003ef9d2?OpenDocument
Rivusfrigidus,Rivusfrigidus,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9ca7474130385b48c1256fac003eeb95?OpenDocument
Rivoltella (Desenzano del Garda),Rivoltella (Desenzano del Garda),https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e942948edc1d65d3c1256fac003ef204?OpenDocument
Rivoli,Rivoli,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fa3a24e4fe322f1fc1256fac003ef1f4?OpenDocument
Rivofreddo,Rivofreddo,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9ca7474130385b48c1256fac003eeb95?OpenDocument
Riviera di San Giulio,Riviera di San Giulio,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4390e1072272017bc1256fa40048d215?OpenDocument
_sa9kncqb5e9gi0p39419m2r4l_,Riviera di Salò,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1537882a5143835ec1256fac003eef8e?OpenDocument
Riviera d'Orta,Riviera d'Orta,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4390e1072272017bc1256fa40048d215?OpenDocument
Riviera Brisense,Riviera Brisense,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1537882a5143835ec1256fac003eef8e?OpenDocument
Riviera Benacense,Riviera Benacense,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1537882a5143835ec1256fac003eef8e?OpenDocument
Riviera,Riviera,https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0c3f050ff1c1db7ec1256fac003ef18f?OpenDocument
