"dropdown_value","dropdown_text.x","document_link","link_text.x","earliest_year.x","correct_name","dropdown_text.y","link_text.y","earliest_year.y","com_name","PRO_COM_T","COMUNE","stat","year_earliest_statuto","Nomi_statuti","NOME","PRO_COM","DROP"
"Montenegro in Domo","Montenegro in Domo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/99b75b19b507c180c1256fa3006028ef?OpenDocument","Montenerodomo I 1, I - Statuti dei comuni, 1518",1518,"Montenerodomo","Montenerodomo","Montenerodomo I 1, I - Statuti dei comuni, 1518",1518,"Montenerodomo",69054,"Montenerodomo",1,1518,NA,NA,NA,NA
"Montenerodomo","Montenerodomo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/99b75b19b507c180c1256fa3006028ef?OpenDocument","Montenerodomo I 1, I - Statuti dei comuni, 1518",1518,"Montenerodomo","Montenerodomo","Montenerodomo I 1, I - Statuti dei comuni, 1518",1518,"Montenerodomo",69054,"Montenerodomo",1,1518,NA,NA,NA,NA
"Montenovo","Montenovo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0d2c586c1c7ddb36c1256fa40048d89d?OpenDocument","Ostra Vetere I 1, I - Statuti dei comuni, 1587-1588",1587,"Ostra Vetere","Ostra Vetere","Ostra Vetere I 1, I - Statuti dei comuni, 1587-1588",1587,"Ostra Vetere",42036,"Ostra Vetere",1,1587,NA,NA,NA,NA
"Monteprandone","Monteprandone","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2aa68dc4a65ff348c1256fa300602985?OpenDocument","Monteprandone I 1, I - Statuti dei comuni, 1537",1537,"Monteprandone","Monteprandone","Monteprandone I 1, I - Statuti dei comuni, 1537",1537,"Monteprandone",44045,"Monteprandone",1,1537,NA,NA,NA,NA
"Montepulciano","Montepulciano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/06f1218f8f3ba7dbc1256fa300602999?OpenDocument","Montepulciano I 1, I - Statuti dei comuni, 1569-1591",1569,"Montepulciano","Montepulciano","Montepulciano I 1, I - Statuti dei comuni, 1569-1591",1569,"Montepulciano",52015,"Montepulciano",1,1569,NA,NA,NA,NA
"Montereale","Montereale","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7f5f9afefde8b871c1256fa300602a23?OpenDocument","Montereale I 1, I - Statuti dei comuni, 1492",1492,"Montereale","Montereale","Montereale I 1, I - Statuti dei comuni, 1492",1492,"Montereale",66056,"Montereale",1,1492,NA,NA,NA,NA
"Monteregio","Monteregio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fc5e76fcfa35c44ec1256fa3005fddb2?OpenDocument","Marsciano I 1, I - Statuti dei comuni, 1531-1654",1531,"Marsciano","Marsciano","Marsciano I 1, I - Statuti dei comuni, 1531-1654",1531,"Marsciano",54027,"Marsciano",1,1531,NA,NA,NA,NA
"Monteriggioni","Monteriggioni","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/44f72134a2ad630ec1256fa300602a3f?OpenDocument","Monteriggioni I 1, I - Statuti dei comuni, 1380",1380,"Monteriggioni","Monteriggioni","Monteriggioni I 1, I - Statuti dei comuni, 1380",1380,"Monteriggioni",52016,"Monteriggioni",1,1380,NA,NA,NA,NA
"Monteritondo","Monteritondo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8afae8e878878f43c1256fa300602a90?OpenDocument","Monterotondo Marittimo I 1, I - Statuti dei comuni, 1577-1720",1577,"Monterotondo Marittimo","Monterotondo Marittimo","Monterotondo Marittimo I 1, I - Statuti dei comuni, 1577-1720",1577,"Monterotondo Marittimo",53027,"Monterotondo Marittimo",1,1577,NA,NA,NA,NA
"Monterium","Monterium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3238782fd6320f55c1256fa300602dec?OpenDocument","Montieri I 1, I - Statuti dei comuni, 1215-1222",1215,"Montieri","Montieri","Montieri I 1, I - Statuti dei comuni, 1215-1222",1215,"Montieri",53017,"Montieri",1,1215,NA,NA,NA,NA
"Monterotondo","Monterotondo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/498596918b8c184dc1256fa300602a77?OpenDocument","Monterotondo I 1, I - Statuti dei comuni, 1579-1601",1579,"Monterotondo","Monterotondo","Monterotondo I 1, I - Statuti dei comuni, 1579-1601",1579,"Monterotondo",58065,"Monterotondo",1,1579,NA,NA,NA,NA
"Monterotondo Marittimo","Monterotondo Marittimo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8afae8e878878f43c1256fa300602a90?OpenDocument","Monterotondo Marittimo I 1, I - Statuti dei comuni, 1577-1720",1577,"Monterotondo Marittimo","Monterotondo Marittimo","Monterotondo Marittimo I 1, I - Statuti dei comuni, 1577-1720",1577,"Monterotondo Marittimo",53027,"Monterotondo Marittimo",1,1577,NA,NA,NA,NA
"Monterubbiano","Monterubbiano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/813e31e8ef4cbf5ac1256fa300602acc?OpenDocument","Monterubbiano I 1, I - Statuti dei comuni, 1574-1759",1574,"Monterubbiano","Monterubbiano","Monterubbiano I 1, I - Statuti dei comuni, 1574-1759",1574,"Monterubbiano",109022,"Monterubbiano",1,1574,NA,NA,NA,NA
"Montesanto","Montesanto","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d7b4b7a3de921c01c1256fa4004921ce?OpenDocument","Potenza Picena I 1, I - Statuti dei comuni, 1433-1585",1433,"Potenza Picena","Potenza Picena","Potenza Picena I 1, I - Statuti dei comuni, 1433-1585",1433,"Potenza Picena",43043,"Potenza Picena",1,1433,NA,NA,NA,NA
"Montescudaio","Montescudaio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0d494ea9fb714478c1256fa300602aff?OpenDocument","Montescudaio I 1, I - Statuti dei comuni, 1548-1735",1548,"Montescudaio","Montescudaio","Montescudaio I 1, I - Statuti dei comuni, 1548-1735",1548,"Montescudaio",50020,"Montescudaio",1,1548,NA,NA,NA,NA
"Montespertoli","Montespertoli","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ffed4e71d35af510c1256fa300602b87?OpenDocument","Montespertoli I 1, I - Statuti dei comuni, 1398",1398,"Montespertoli","Montespertoli","Montespertoli I 1, I - Statuti dei comuni, 1398",1398,"Montespertoli",48030,"Montespertoli",1,1398,NA,NA,NA,NA
"Monteveglio","Monteveglio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c35bcd3a9b1f1cb2c1256fa300602d35?OpenDocument","Monteveglio II2 1, II 2 - Confraternite",NA,"Monteveglio","Monteveglio","Monteveglio II2 1, II 2 - Confraternite",NA,"Monteveglio",37043,"Monteveglio",1,NA,NA,NA,NA,NA
"Monticelli","Monticelli","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/da82f1b545da2a89c1256fa300602c01?OpenDocument","Monte San Biagio I 1, I - Statuti dei comuni, 1519-1756",1519,"Monte San Biagio","Monte San Biagio","Monte San Biagio I 1, I - Statuti dei comuni, 1519-1756",1519,"Monte San Biagio",59015,"Monte San Biagio",1,1519,NA,NA,NA,NA
"Montichiari","Montichiari","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b1fa8a608580ebec1256fa300602d6f?OpenDocument","Montichiari I 1, I - Statuti dei comuni, 1167-1766",1167,"Montichiari","Montichiari","Montichiari I 1, I - Statuti dei comuni, 1167-1766",1167,"Montichiari",17113,"Montichiari",1,1167,NA,NA,NA,NA
"Monticiano","Monticiano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f850769180d46d25c1256fa300602dc5?OpenDocument","Monticiano I 1, I - Statuti dei comuni, 1777",1777,"Monticiano","Monticiano","Monticiano I 1, I - Statuti dei comuni, 1777",1777,"Monticiano",52018,"Monticiano",1,1777,NA,NA,NA,NA
"Monticulum","Monticulum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ec155fe417c18651c1256f3b004d2f36?OpenDocument","Treia I 1, I - Statuti dei comuni, 1323",1323,"Montecchio","Montecchio","Treia I 1, I - Statuti dei comuni, 1323",1323,"Montecchio",55018,"Montecchio",1,1323,NA,NA,NA,NA
"Monticulum","Monticulum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ec155fe417c18651c1256f3b004d2f36?OpenDocument","Treia I 1, I - Statuti dei comuni, 1323",1323,"Treia","Treia","Treia I 1, I - Statuti dei comuni, 1323",1323,"Montecchio",55018,"Montecchio",1,1323,NA,NA,NA,NA
"Montieli","Montieli","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3238782fd6320f55c1256fa300602dec?OpenDocument","Montieri I 1, I - Statuti dei comuni, 1215-1222",1215,"Montieri","Montieri","Montieri I 1, I - Statuti dei comuni, 1215-1222",1215,"Montieri",53017,"Montieri",1,1215,NA,NA,NA,NA
"Montieri","Montieri","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3238782fd6320f55c1256fa300602dec?OpenDocument","Montieri I 1, I - Statuti dei comuni, 1215-1222",1215,"Montieri","Montieri","Montieri I 1, I - Statuti dei comuni, 1215-1222",1215,"Montieri",53017,"Montieri",1,1215,NA,NA,NA,NA
"Montignoso","Montignoso","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0766c28751753b96c1256fa300689fb5?OpenDocument","Montignoso I 1, I - Statuti dei comuni, 1438-1555",1438,"Montignoso","Montignoso","Montignoso I 1, I - Statuti dei comuni, 1438-1555",1438,"Montignoso",45011,"Montignoso",1,1438,NA,NA,NA,NA
"Montolmo","Montolmo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9b0d67e565860cbcc1256f9a0056e1f2?OpenDocument","Corridonia I 1, I - Statuti dei comuni, 1219-1340",1219,"Corridonia","Corridonia","Corridonia I 1, I - Statuti dei comuni, 1219-1340",1219,"Corridonia",43015,"Corridonia",1,1219,NA,NA,NA,NA
"Monza","Monza","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c75394141cd0647ec1256fa300602edc?OpenDocument","Monza I 1, I - Statuti dei comuni, 1335-1480",1335,"Monza","Monza","Monza I 1, I - Statuti dei comuni, 1335-1480",1335,"Monza",108033,"Monza",1,1335,NA,NA,NA,NA
"Monzambano","Monzambano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/560aa1f4e7e77fdfc1256fa300602f2f?OpenDocument","Monzambano I 1, I - Statuti dei comuni, 1355-1696",1355,"Monzambano","Monzambano","Monzambano I 1, I - Statuti dei comuni, 1355-1696",1355,"Monzambano",20036,"Monzambano",1,1355,NA,NA,NA,NA
"Monzambanum","Monzambanum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/560aa1f4e7e77fdfc1256fa300602f2f?OpenDocument","Monzambano I 1, I - Statuti dei comuni, 1355-1696",1355,"Monzambano","Monzambano","Monzambano I 1, I - Statuti dei comuni, 1355-1696",1355,"Monzambano",20036,"Monzambano",1,1355,NA,NA,NA,NA
"Morbello","Morbello","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c795496ab3e0bd9fc1256fa300602f43?OpenDocument","Morbello I 1, I - Statuti dei comuni, 1306-1327",1306,"Morbello","Morbello","Morbello I 1, I - Statuti dei comuni, 1306-1327",1306,"Morbello",6110,"Morbello",1,1306,NA,NA,NA,NA
"Morbellum","Morbellum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c795496ab3e0bd9fc1256fa300602f43?OpenDocument","Morbello I 1, I - Statuti dei comuni, 1306-1327",1306,"Morbello","Morbello","Morbello I 1, I - Statuti dei comuni, 1306-1327",1306,"Morbello",6110,"Morbello",1,1306,NA,NA,NA,NA
"Morcone","Morcone","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f0342eee62b00fd3c1256fa300602f5b?OpenDocument","Morcone I 1, I - Statuti dei comuni, 1381-1573",1381,"Morcone","Morcone","Morcone I 1, I - Statuti dei comuni, 1381-1573",1381,"Morcone",62044,"Morcone",1,1381,NA,NA,NA,NA
"Moribellum","Moribellum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c795496ab3e0bd9fc1256fa300602f43?OpenDocument","Morbello I 1, I - Statuti dei comuni, 1306-1327",1306,"Morbello","Morbello","Morbello I 1, I - Statuti dei comuni, 1306-1327",1306,"Morbello",6110,"Morbello",1,1306,NA,NA,NA,NA
"Morotium","Morotium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/97f82b22fdf1eae0c1256fa300603087?OpenDocument","Moruzzo I 1, I - Statuti dei comuni, 1460-1474",1460,"Moruzzo","Moruzzo","Moruzzo I 1, I - Statuti dei comuni, 1460-1474",1460,"Moruzzo",30063,"Moruzzo",1,1460,NA,NA,NA,NA
"Morra","Morra","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/47d40782670f2feac1256fa3005ee707?OpenDocument","La Morra I 1, I - Statuti dei comuni, 1461-1680",1461,"La Morra","La Morra","La Morra I 1, I - Statuti dei comuni, 1461-1680",1461,"La Morra",4105,"La Morra",1,1461,NA,NA,NA,NA
"Morreale","Morreale","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/99d308041f9ec16cc1256fa300601abe?OpenDocument","Monreale III 1, III - Accademie-ospedali-monti di pietà-ecc.",NA,"Monreale","Monreale","Monreale III 1, III - Accademie-ospedali-monti di pietà-ecc.",NA,"Monreale",82049,"Monreale",1,NA,NA,NA,NA,NA
"Morro d'Alba","Morro d'Alba","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4b4668245aebafb1c1256fa30068a06b?OpenDocument","Morro d'Alba I 1, I - Statuti dei comuni, 1514",1514,"Morro d'Alba","Morro d'Alba","Morro d'Alba I 1, I - Statuti dei comuni, 1514",1514,"Morro d'Alba",42031,"Morro d'Alba",1,1514,NA,NA,NA,NA
"Morro di Valle","Morro di Valle","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1789947db8889c79c1256fa300603047?OpenDocument","Morrovalle I 1, I - Statuti dei comuni, 1569-1570",1569,"Morrovalle","Morrovalle","Morrovalle I 1, I - Statuti dei comuni, 1569-1570",1569,"Morrovalle",43033,"Morrovalle",1,1569,NA,NA,NA,NA
"Morrovalle","Morrovalle","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1789947db8889c79c1256fa300603047?OpenDocument","Morrovalle I 1, I - Statuti dei comuni, 1569-1570",1569,"Morrovalle","Morrovalle","Morrovalle I 1, I - Statuti dei comuni, 1569-1570",1569,"Morrovalle",43033,"Morrovalle",1,1569,NA,NA,NA,NA
"Mortara","Mortara","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/14a57ca24af1eb0dc1256fa300603069?OpenDocument","Mortara I 1, I - Statuti dei comuni, 1741",1741,"Mortara","Mortara","Mortara I 1, I - Statuti dei comuni, 1741",1741,"Mortara",18102,"Mortara",1,1741,NA,NA,NA,NA
"Moruzzo","Moruzzo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/97f82b22fdf1eae0c1256fa300603087?OpenDocument","Moruzzo I 1, I - Statuti dei comuni, 1460-1474",1460,"Moruzzo","Moruzzo","Moruzzo I 1, I - Statuti dei comuni, 1460-1474",1460,"Moruzzo",30063,"Moruzzo",1,1460,NA,NA,NA,NA
"Mosacium","Mosacium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f48983ec346d73cac1256fa3006012aa?OpenDocument","Moggio Udinese I 1, I - Statuti dei comuni, 1337",1337,"Moggio Udinese","Moggio Udinese","Moggio Udinese I 1, I - Statuti dei comuni, 1337",1337,"Moggio Udinese",30059,"Moggio Udinese",1,1337,NA,NA,NA,NA
"Mosnitz","Mosnitz","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f48983ec346d73cac1256fa3006012aa?OpenDocument","Moggio Udinese I 1, I - Statuti dei comuni, 1337",1337,"Moggio Udinese","Moggio Udinese","Moggio Udinese I 1, I - Statuti dei comuni, 1337",1337,"Moggio Udinese",30059,"Moggio Udinese",1,1337,NA,NA,NA,NA
"Mossano","Mossano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/019f7960e896493ac1256f9a004224b6?OpenDocument","Barbarano Vicentino I 1, I - Statuti dei comuni, 1699",1699,"Barbarano Vicentino","Barbarano Vicentino","Barbarano Vicentino I 1, I - Statuti dei comuni, 1699",1699,"Barbarano Vicentino",24011,"Barbarano Vicentino",1,1699,NA,NA,NA,NA
"Mossano","Mossano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/019f7960e896493ac1256f9a004224b6?OpenDocument","Barbarano Vicentino I 1, I - Statuti dei comuni, 1699",1699,"Mossano","Mossano","Barbarano Vicentino I 1, I - Statuti dei comuni, 1699",1699,"Barbarano Vicentino",24011,"Barbarano Vicentino",1,1699,NA,NA,NA,NA
"Motta di Livenza","Motta di Livenza","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/acdeb4c24c81574cc1256fa300603125?OpenDocument","Motta di Livenza I 1, I - Statuti dei comuni, 1622-1632",1622,"Motta di Livenza","Motta di Livenza","Motta di Livenza I 1, I - Statuti dei comuni, 1622-1632",1622,"Motta di Livenza",26049,"Motta di Livenza",1,1622,NA,NA,NA,NA
"Mozanica","Mozanica","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7b67889fdf1a3379c1256fa3006031bc?OpenDocument","Mozzanica I 1, I - Statuti dei comuni, 1435-1600",1435,"Mozzanica","Mozzanica","Mozzanica I 1, I - Statuti dei comuni, 1435-1600",1435,"Mozzanica",16142,"Mozzanica",1,1435,NA,NA,NA,NA
"Mozzanica","Mozzanica","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7b67889fdf1a3379c1256fa3006031bc?OpenDocument","Mozzanica I 1, I - Statuti dei comuni, 1435-1600",1435,"Mozzanica","Mozzanica","Mozzanica I 1, I - Statuti dei comuni, 1435-1600",1435,"Mozzanica",16142,"Mozzanica",1,1435,NA,NA,NA,NA
"Muggia","Muggia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c65688e3579f238ac1256fa300603228?OpenDocument","Muggia I 1, I - Statuti dei comuni, 1420-1529",1420,"Muggia","Muggia","Muggia I 1, I - Statuti dei comuni, 1420-1529",1420,"Muggia",32003,"Muggia",1,1420,NA,NA,NA,NA
"Muggla","Muggla","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c65688e3579f238ac1256fa300603228?OpenDocument","Muggia I 1, I - Statuti dei comuni, 1420-1529",1420,"Muggia","Muggia","Muggia I 1, I - Statuti dei comuni, 1420-1529",1420,"Muggia",32003,"Muggia",1,1420,NA,NA,NA,NA
"Muguzo","Muguzo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9204fe7d1128004ec1256fa300601a9a?OpenDocument","Monguzzo I 1, I - Statuti dei comuni, 1237",1237,"Monguzzo","Monguzzo","Monguzzo I 1, I - Statuti dei comuni, 1237",1237,"Monguzzo",13153,"Monguzzo",1,1237,NA,NA,NA,NA
"Mulazzo","Mulazzo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3b292a9b36ceb976c1256fa30060326e?OpenDocument","Mulazzo I 1, I - Statuti dei comuni, 1344-1455",1344,"Mulazzo","Mulazzo","Mulazzo I 1, I - Statuti dei comuni, 1344-1455",1344,"Mulazzo",45012,"Mulazzo",1,1344,NA,NA,NA,NA
"Murbellum","Murbellum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c795496ab3e0bd9fc1256fa300602f43?OpenDocument","Morbello I 1, I - Statuti dei comuni, 1306-1327",1306,"Morbello","Morbello","Morbello I 1, I - Statuti dei comuni, 1306-1327",1306,"Morbello",6110,"Morbello",1,1306,NA,NA,NA,NA
"Murconum","Murconum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f0342eee62b00fd3c1256fa300602f5b?OpenDocument","Morcone I 1, I - Statuti dei comuni, 1381-1573",1381,"Morcone","Morcone","Morcone I 1, I - Statuti dei comuni, 1381-1573",1381,"Morcone",62044,"Morcone",1,1381,NA,NA,NA,NA
"Murello","Murello","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5df061aab047cba4c1256fa300603304?OpenDocument","Murello I 1, I - Statuti dei comuni, 1470-1485",1470,"Murello","Murello","Murello I 1, I - Statuti dei comuni, 1470-1485",1470,"Murello",4146,"Murello",1,1470,NA,NA,NA,NA
"Murellum","Murellum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5df061aab047cba4c1256fa300603304?OpenDocument","Murello I 1, I - Statuti dei comuni, 1470-1485",1470,"Murello","Murello","Murello I 1, I - Statuti dei comuni, 1470-1485",1470,"Murello",4146,"Murello",1,1470,NA,NA,NA,NA
"Murlo","Murlo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/29e361cb7eec0f4fc1256fa300603319?OpenDocument","Murlo I 1, I - Statuti dei comuni, 1323-1414",1323,"Murlo","Murlo","Murlo I 1, I - Statuti dei comuni, 1323-1414",1323,"Murlo",52019,"Murlo",1,1323,NA,NA,NA,NA
