"dropdown_value","dropdown_text.x","document_link","link_text.x","earliest_year.x","correct_name","dropdown_text.y","link_text.y","earliest_year.y","com_name","PRO_COM_T","COMUNE","stat","year_earliest_statuto","Nomi_statuti","NOME","PRO_COM","DROP"
"Mons Sanctae Mariae in Georgio","Mons Sanctae Mariae in Georgio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4792f9b0e565190bc1256fa3006023ec?OpenDocument","Montegiorgio I 1, I - Statuti dei comuni, 1522",1522,"Montegiorgio","Montegiorgio","Montegiorgio I 1, I - Statuti dei comuni, 1522",1522,"Montegiorgio",109017,"Montegiorgio",1,1522,NA,NA,NA,NA
"Mons Sanctae Mariae in Lapide","Mons Sanctae Mariae in Lapide","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f24e1fc0bc70e142c1256fa3006023a6?OpenDocument","Montegallo I 1, I - Statuti dei comuni, 1574-1576",1574,"Montegallo","Montegallo","Montegallo I 1, I - Statuti dei comuni, 1574-1576",1574,"Montegallo",44038,"Montegallo",1,1574,NA,NA,NA,NA
"Mons Sanctus","Mons Sanctus","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d7b4b7a3de921c01c1256fa4004921ce?OpenDocument","Potenza Picena I 1, I - Statuti dei comuni, 1433-1585",1433,"Potenza Picena","Potenza Picena","Potenza Picena I 1, I - Statuti dei comuni, 1433-1585",1433,"Potenza Picena",43043,"Potenza Picena",1,1433,NA,NA,NA,NA
"Mons Silicis","Mons Silicis","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/790dd76faa50b2b8c1256fa300601b42?OpenDocument","Monselice I 1, I - Statuti dei comuni, 1298",1298,"Monselice","Monselice","Monselice I 1, I - Statuti dei comuni, 1298",1298,"Monselice",28055,"Monselice",1,1298,NA,NA,NA,NA
"Mons Zamban","Mons Zamban","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/560aa1f4e7e77fdfc1256fa300602f2f?OpenDocument","Monzambano I 1, I - Statuti dei comuni, 1355-1696",1355,"Monzambano","Monzambano","Monzambano I 1, I - Statuti dei comuni, 1355-1696",1355,"Monzambano",20036,"Monzambano",1,1355,NA,NA,NA,NA
"Monsbarucius","Monsbarucius","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cd35a76dbb0a188dc1256fa300601454?OpenDocument","Mombaruzzo I 1, I - Statuti dei comuni, 1337",1337,"Mombaruzzo","Mombaruzzo","Mombaruzzo I 1, I - Statuti dei comuni, 1337",1337,"Mombaruzzo",5065,"Mombaruzzo",1,1337,NA,NA,NA,NA
"Monsbaxilius","Monsbaxilius","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/052b94734bdcb4ffc1256fa3006014a7?OpenDocument","Mombasiglio I 1, I - Statuti dei comuni, 1331",1331,"Mombasiglio","Mombasiglio","Mombasiglio I 1, I - Statuti dei comuni, 1331",1331,"Mombasiglio",4125,"Mombasiglio",1,1331,NA,NA,NA,NA
"Monscalerius","Monscalerius","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e32a48f46ef5ce1cc1256fa300601629?OpenDocument","Moncalieri I 1, I - Statuti dei comuni, 1209-1482",1209,"Moncalieri","Moncalieri","Moncalieri I 1, I - Statuti dei comuni, 1209-1482",1209,"Moncalieri",1156,"Moncalieri",1,1209,NA,NA,NA,NA
"Monscalvus","Monscalvus","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/285a80be5cbd53e2c1256fa30060172b?OpenDocument","Moncalvo I 1, I - Statuti dei comuni, 1589-1635",1589,"Moncalvo","Moncalvo","Moncalvo I 1, I - Statuti dei comuni, 1589-1635",1589,"Moncalvo",5069,"Moncalvo",1,1589,NA,NA,NA,NA
"Monscharolus","Monscharolus","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/19335d03582b29c7c1256fa300601f86?OpenDocument","Montecarlo I 1, I - Statuti dei comuni, 1388-1709",1388,"Montecarlo","Montecarlo","Montecarlo I 1, I - Statuti dei comuni, 1388-1709",1388,"Montecarlo",46021,"Montecarlo",1,1388,NA,NA,NA,NA
"Monscreptus","Monscreptus","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f1af8e3587170057c1256fa3006021af?OpenDocument","Montecreto I 1, I - Statuti dei comuni, 1600-1787",1600,"Montecreto","Montecreto","Montecreto I 1, I - Statuti dei comuni, 1600-1787",1600,"Montecreto",36024,"Montecreto",1,1600,NA,NA,NA,NA
"Monselice","Monselice","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/790dd76faa50b2b8c1256fa300601b42?OpenDocument","Monselice I 1, I - Statuti dei comuni, 1298",1298,"Monselice","Monselice","Monselice I 1, I - Statuti dei comuni, 1298",1298,"Monselice",28055,"Monselice",1,1298,NA,NA,NA,NA
"Monsphylotrani","Monsphylotrani","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/681c6b44061f28abc1256fa2005a0766?OpenDocument","Filottrano I 1, I - Statuti dei comuni, 1460-1530",1460,"Filottrano","Filottrano","Filottrano I 1, I - Statuti dei comuni, 1460-1530",1460,"Filottrano",42019,"Filottrano",1,1460,NA,NA,NA,NA
"Montagnana","Montagnana","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ba470db6291f8d3bc1256fa300601ba4?OpenDocument","Montagnana I 1, I - Statuti dei comuni, 1271-1768",1271,"Montagnana","Montagnana","Montagnana I 1, I - Statuti dei comuni, 1271-1768",1271,"Montagnana",28056,"Montagnana",1,1271,NA,NA,NA,NA
"Montaguto","Montaguto","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/59c9fad939de0180c1256fa300601bd9?OpenDocument","Montagutolo dell'Ardenghesca I 1, I - Statuti dei comuni, 1280-1297",1280,"Montaguto","Montaguto","Montagutolo dell'Ardenghesca I 1, I - Statuti dei comuni, 1280-1297",1280,"Montaguto",64051,"Montaguto",1,1280,NA,NA,NA,NA
"Montagutolo dell'Ardenghesca (Civitella Paganico)","Montagutolo dell'Ardenghesca (Civitella Paganico)","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/59c9fad939de0180c1256fa300601bd9?OpenDocument","Montagutolo dell'Ardenghesca I 1, I - Statuti dei comuni, 1280-1297",1280,"Montaguto","Montaguto","Montagutolo dell'Ardenghesca I 1, I - Statuti dei comuni, 1280-1297",1280,"Montaguto",64051,"Montaguto",1,1280,NA,NA,NA,NA
"Montagutolo di Pari","Montagutolo di Pari","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/59c9fad939de0180c1256fa300601bd9?OpenDocument","Montagutolo dell'Ardenghesca I 1, I - Statuti dei comuni, 1280-1297",1280,"Montaguto","Montaguto","Montagutolo dell'Ardenghesca I 1, I - Statuti dei comuni, 1280-1297",1280,"Montaguto",64051,"Montaguto",1,1280,NA,NA,NA,NA
"Montaione","Montaione","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/641830513d91b7afc1256fa300601c29?OpenDocument","Montaione I 1, I - Statuti dei comuni, 1405-1412",1405,"Montaione","Montaione","Montaione I 1, I - Statuti dei comuni, 1405-1412",1405,"Montaione",48027,"Montaione",1,1405,NA,NA,NA,NA
"Montalboddo","Montalboddo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/61393770a2238573c1256fa40048d77d?OpenDocument","Ostra I 1, I - Statuti dei comuni, 1194-1196",1194,"Ostra","Ostra","Ostra I 1, I - Statuti dei comuni, 1194-1196",1194,"Ostra",42035,"Ostra",1,1194,NA,NA,NA,NA
"Montalcino","Montalcino","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/20c3a220382e474ac1256fa300601cb4?OpenDocument","Montalcino I 1, I - Statuti dei comuni, 1401-1729",1401,"Montalcino","Montalcino","Montalcino I 1, I - Statuti dei comuni, 1401-1729",1401,"Montalcino",52014,"Montalcino",1,1401,NA,NA,NA,NA
"Montaldo in Calabria","Montaldo in Calabria","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ada33c5078748d14c1256fa300601e02?OpenDocument","Montalto Uffugo I 1, I - Statuti dei comuni, 1504",1504,"Montalto Uffugo","Montalto Uffugo","Montalto Uffugo I 1, I - Statuti dei comuni, 1504",1504,"Montalto Uffugo",78081,"Montalto Uffugo",1,1504,NA,NA,NA,NA
"Montaldo Torinese","Montaldo Torinese","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c7e1c018c8d69a1ac1256fa300601d37?OpenDocument","Montaldo Torinese I 1, I - Statuti dei comuni, 1187",1187,"Montaldo Torinese","Montaldo Torinese","Montaldo Torinese I 1, I - Statuti dei comuni, 1187",1187,"Montaldo Torinese",1158,"Montaldo Torinese",1,1187,NA,NA,NA,NA
"Montalto delle Marche","Montalto delle Marche","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1754b7acb53668f0c1256fa300601d58?OpenDocument","Montalto delle Marche I 1, I - Statuti dei comuni, 1585",1585,"Montalto delle Marche","Montalto delle Marche","Montalto delle Marche I 1, I - Statuti dei comuni, 1585",1585,"Montalto delle Marche",44032,"Montalto delle Marche",1,1585,NA,NA,NA,NA
"Montalto Dora","Montalto Dora","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/76895a1e4644cf04c1256fa300601db6?OpenDocument","Montalto Dora I 1, I - Statuti dei comuni, 1331",1331,"Montalto Dora","Montalto Dora","Montalto Dora I 1, I - Statuti dei comuni, 1331",1331,"Montalto Dora",1160,"Montalto Dora",1,1331,NA,NA,NA,NA
"Montalto in Calabria","Montalto in Calabria","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ada33c5078748d14c1256fa300601e02?OpenDocument","Montalto Uffugo I 1, I - Statuti dei comuni, 1504",1504,"Montalto Uffugo","Montalto Uffugo","Montalto Uffugo I 1, I - Statuti dei comuni, 1504",1504,"Montalto Uffugo",78081,"Montalto Uffugo",1,1504,NA,NA,NA,NA
"Montalto Ligure","Montalto Ligure","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b327cca03ef8b42fc1256fa300601dc8?OpenDocument","Montalto Ligure I 1, I - Statuti dei comuni, 1241",1241,"Montalto Ligure","Montalto Ligure","Montalto Ligure I 1, I - Statuti dei comuni, 1241",1241,"Montalto Ligure",8036,"Montalto Ligure",1,1241,NA,NA,NA,NA
"Montalto Uffugo","Montalto Uffugo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ada33c5078748d14c1256fa300601e02?OpenDocument","Montalto Uffugo I 1, I - Statuti dei comuni, 1504",1504,"Montalto Uffugo","Montalto Uffugo","Montalto Uffugo I 1, I - Statuti dei comuni, 1504",1504,"Montalto Uffugo",78081,"Montalto Uffugo",1,1504,NA,NA,NA,NA
"Montanaro","Montanaro","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7339fae2ef813ccec1256fa300601e41?OpenDocument","Montanaro I 1, I - Statuti dei comuni, 1465-1517",1465,"Montanaro","Montanaro","Montanaro I 1, I - Statuti dei comuni, 1465-1517",1465,"Montanaro",1161,"Montanaro",1,1465,NA,NA,NA,NA
"Montasola","Montasola","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2d88e979e698469fc1256fa300601ef6?OpenDocument","Montasola I 1, I - Statuti dei comuni, 1604",1604,"Montasola","Montasola","Montasola I 1, I - Statuti dei comuni, 1604",1604,"Montasola",57039,"Montasola",1,1604,NA,NA,NA,NA
"Montavium","Montavium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e3aa05aeb424bb55c1256fa3006017a8?OpenDocument","Mondavio I 1, I - Statuti dei comuni, 1651",1651,"Mondavio","Mondavio","Mondavio I 1, I - Statuti dei comuni, 1651",1651,"Mondavio",41028,"Mondavio",1,1651,NA,NA,NA,NA
"Monte Alcino","Monte Alcino","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/20c3a220382e474ac1256fa300601cb4?OpenDocument","Montalcino I 1, I - Statuti dei comuni, 1401-1729",1401,"Montalcino","Montalcino","Montalcino I 1, I - Statuti dei comuni, 1401-1729",1401,"Montalcino",52014,"Montalcino",1,1401,NA,NA,NA,NA
"Monte Boddo","Monte Boddo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/61393770a2238573c1256fa40048d77d?OpenDocument","Ostra I 1, I - Statuti dei comuni, 1194-1196",1194,"Ostra","Ostra","Ostra I 1, I - Statuti dei comuni, 1194-1196",1194,"Ostra",42035,"Ostra",1,1194,NA,NA,NA,NA
"Monte Offo","Monte Offo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f31603a9902ac007c1256fa3006017c4?OpenDocument","Mondolfo I 1, I - Statuti dei comuni, 1471-1544",1471,"Mondolfo","Mondolfo","Mondolfo I 1, I - Statuti dei comuni, 1471-1544",1471,"Mondolfo",41029,"Mondolfo",1,1471,NA,NA,NA,NA
"Monte San Biagio","Monte San Biagio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/da82f1b545da2a89c1256fa300602c01?OpenDocument","Monte San Biagio I 1, I - Statuti dei comuni, 1519-1756",1519,"Monte San Biagio","Monte San Biagio","Monte San Biagio I 1, I - Statuti dei comuni, 1519-1756",1519,"Monte San Biagio",59015,"Monte San Biagio",1,1519,NA,NA,NA,NA
"Monte San Giovanni","Monte San Giovanni","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fa2ed29749c352c8c125709000490c3e?OpenDocument","Penna San Giovanni I 1, I - Statuti dei comuni, 1248-1524",1248,"Penna San Giovanni","Penna San Giovanni","Penna San Giovanni I 1, I - Statuti dei comuni, 1248-1524",1248,"Penna San Giovanni",43035,"Penna San Giovanni",1,1248,NA,NA,NA,NA
"Monte San Giovanni Campano","Monte San Giovanni Campano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a73e937c44b375ebc1256fa300602c2d?OpenDocument","Monte San Giovanni Campano I 1, I - Statuti dei comuni, 1604",1604,"Monte San Giovanni Campano","Monte San Giovanni Campano","Monte San Giovanni Campano I 1, I - Statuti dei comuni, 1604",1604,"Monte San Giovanni Campano",60044,"Monte San Giovanni Campano",1,1604,NA,NA,NA,NA
"Monte San Giuliano","Monte San Giuliano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/22281e28ab54a501c1256f9a0056fee1?OpenDocument","Erice I 1, I - Statuti dei comuni, 1241",1241,"Erice","Erice","Erice I 1, I - Statuti dei comuni, 1241",1241,"Erice",81008,"Erice",1,1241,NA,NA,NA,NA
"Monte San Giusto","Monte San Giusto","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3d19e95ded3140a7c1256fa300602c3c?OpenDocument","Monte San Giusto I 1, I - Statuti dei comuni, 1569",1569,"Monte San Giusto","Monte San Giusto","Monte San Giusto I 1, I - Statuti dei comuni, 1569",1569,"Monte San Giusto",43031,"Monte San Giusto",1,1569,NA,NA,NA,NA
"Monte Tignoso","Monte Tignoso","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0766c28751753b96c1256fa300689fb5?OpenDocument","Montignoso I 1, I - Statuti dei comuni, 1438-1555",1438,"Montignoso","Montignoso","Montignoso I 1, I - Statuti dei comuni, 1438-1555",1438,"Montignoso",45011,"Montignoso",1,1438,NA,NA,NA,NA
"Montebello Vicentino","Montebello Vicentino","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ca423782bf399fecc1256fa300601f26?OpenDocument","Montebello Vicentino I 1, I - Statuti dei comuni, 1676",1676,"Montebello Vicentino","Montebello Vicentino","Montebello Vicentino I 1, I - Statuti dei comuni, 1676",1676,"Montebello Vicentino",24060,"Montebello Vicentino",1,1676,NA,NA,NA,NA
"Montebuono","Montebuono","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9baeb0d9c8ff72e6c1256fa300601f36?OpenDocument","Montebuono I 1, I - Statuti dei comuni, 1604",1604,"Montebuono","Montebuono","Montebuono I 1, I - Statuti dei comuni, 1604",1604,"Montebuono",57040,"Montebuono",1,1604,NA,NA,NA,NA
"Montecarlo","Montecarlo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/19335d03582b29c7c1256fa300601f86?OpenDocument","Montecarlo I 1, I - Statuti dei comuni, 1388-1709",1388,"Montecarlo","Montecarlo","Montecarlo I 1, I - Statuti dei comuni, 1388-1709",1388,"Montecarlo",46021,"Montecarlo",1,1388,NA,NA,NA,NA
"Montecassiano","Montecassiano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6d7698f1d3ac5818c1256fa300601fb1?OpenDocument","Montecassiano I 1, I - Statuti dei comuni, 1542-1555",1542,"Montecassiano","Montecassiano","Montecassiano I 1, I - Statuti dei comuni, 1542-1555",1542,"Montecassiano",43026,"Montecassiano",1,1542,NA,NA,NA,NA
"Montecchio","Montecchio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ec155fe417c18651c1256f3b004d2f36?OpenDocument","Treia I 1, I - Statuti dei comuni, 1323",1323,"Montecchio","Montecchio","Treia I 1, I - Statuti dei comuni, 1323",1323,"Montecchio",55018,"Montecchio",1,1323,NA,NA,NA,NA
"Montecchio","Montecchio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ec155fe417c18651c1256f3b004d2f36?OpenDocument","Treia I 1, I - Statuti dei comuni, 1323",1323,"Treia","Treia","Treia I 1, I - Statuti dei comuni, 1323",1323,"Montecchio",55018,"Montecchio",1,1323,NA,NA,NA,NA
"Montecchio Emilia","Montecchio Emilia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9bcb0a69238108d9c1256fa30060201f?OpenDocument","Montecchio Emilia I 1, I - Statuti dei comuni, 1453-1771",1453,"Montecchio Emilia","Montecchio Emilia","Montecchio Emilia I 1, I - Statuti dei comuni, 1453-1771",1453,"Montecchio Emilia",35027,"Montecchio Emilia",1,1453,NA,NA,NA,NA
"Montecchio Maggiore","Montecchio Maggiore","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/59ba60857360d417c1256fa300602036?OpenDocument","Montecchio Maggiore I 1, I - Statuti dei comuni, 1690-1786",1690,"Montecchio Maggiore","Montecchio Maggiore","Montecchio Maggiore I 1, I - Statuti dei comuni, 1690-1786",1690,"Montecchio Maggiore",24061,"Montecchio Maggiore",1,1690,NA,NA,NA,NA
"Montechiaro","Montechiaro","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5b1fa8a608580ebec1256fa300602d6f?OpenDocument","Montichiari I 1, I - Statuti dei comuni, 1167-1766",1167,"Montichiari","Montichiari","Montichiari I 1, I - Statuti dei comuni, 1167-1766",1167,"Montichiari",17113,"Montichiari",1,1167,NA,NA,NA,NA
"Montecosaro","Montecosaro","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/603413612e50b2eec1256fa300602196?OpenDocument","Montecosaro I 1, I - Statuti dei comuni, 1596-1597",1596,"Montecosaro","Montecosaro","Montecosaro I 1, I - Statuti dei comuni, 1596-1597",1596,"Montecosaro",43028,"Montecosaro",1,1596,NA,NA,NA,NA
"Montecreto","Montecreto","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f1af8e3587170057c1256fa3006021af?OpenDocument","Montecreto I 1, I - Statuti dei comuni, 1600-1787",1600,"Montecreto","Montecreto","Montecreto I 1, I - Statuti dei comuni, 1600-1787",1600,"Montecreto",36024,"Montecreto",1,1600,NA,NA,NA,NA
"Montefalco","Montefalco","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/24c85cab7c2226adc1256fa3006021d9?OpenDocument","Montefalco I 1, I - Statuti dei comuni, sec. XV-XVII",NA,"Montefalco","Montefalco","Montefalco I 1, I - Statuti dei comuni, sec. XV-XVII",NA,"Montefalco",54030,"Montefalco",1,NA,NA,NA,NA,NA
"Montefano","Montefano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0cfca2e041aa9cf8c1256fa30060223b?OpenDocument","Montefano I 1, I - Statuti dei comuni, 1567-1568",1567,"Montefano","Montefano","Montefano I 1, I - Statuti dei comuni, 1567-1568",1567,"Montefano",43029,"Montefano",1,1567,NA,NA,NA,NA
"Montefiore Conca","Montefiore Conca","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b33f7f5c0302bedec1256fa30060234a?OpenDocument","Montefiore Conca I 1, I - Statuti dei comuni, 1471",1471,"Montefiore Conca","Montefiore Conca","Montefiore Conca I 1, I - Statuti dei comuni, 1471",1471,"Montefiore Conca",99008,"Montefiore Conca",1,1471,NA,NA,NA,NA
"Montefortino","Montefortino","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/eaf1a0fc31a64133c1256fa30060238b?OpenDocument","Montefortino I 1, I - Statuti dei comuni, 1565-1746",1565,"Montefortino","Montefortino","Montefortino I 1, I - Statuti dei comuni, 1565-1746",1565,"Montefortino",109015,"Montefortino",1,1565,NA,NA,NA,NA
"Montegallo","Montegallo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f24e1fc0bc70e142c1256fa3006023a6?OpenDocument","Montegallo I 1, I - Statuti dei comuni, 1574-1576",1574,"Montegallo","Montegallo","Montegallo I 1, I - Statuti dei comuni, 1574-1576",1574,"Montegallo",44038,"Montegallo",1,1574,NA,NA,NA,NA
"Montegiorgio","Montegiorgio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4792f9b0e565190bc1256fa3006023ec?OpenDocument","Montegiorgio I 1, I - Statuti dei comuni, 1522",1522,"Montegiorgio","Montegiorgio","Montegiorgio I 1, I - Statuti dei comuni, 1522",1522,"Montegiorgio",109017,"Montegiorgio",1,1522,NA,NA,NA,NA
"Montegranaro","Montegranaro","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d5caa6fcb76ef550c1256fa3006024d0?OpenDocument","Montegranaro I 1, I - Statuti dei comuni, 1564-1576",1564,"Montegranaro","Montegranaro","Montegranaro I 1, I - Statuti dei comuni, 1564-1576",1564,"Montegranaro",109018,"Montegranaro",1,1564,NA,NA,NA,NA
"Montelibretti","Montelibretti","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/48a6ce2018696806c1256fa300602526?OpenDocument","Montelibretti I 1, I - Statuti dei comuni, 1435-1436",1435,"Montelibretti","Montelibretti","Montelibretti I 1, I - Statuti dei comuni, 1435-1436",1435,"Montelibretti",58063,"Montelibretti",1,1435,NA,NA,NA,NA
"Montelparo","Montelparo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4ebe90880a051937c1256fa300602579?OpenDocument","Montelparo I 1, I - Statuti dei comuni, 1560-1776",1560,"Montelparo","Montelparo","Montelparo I 1, I - Statuti dei comuni, 1560-1776",1560,"Montelparo",109020,"Montelparo",1,1560,NA,NA,NA,NA
"Montemarciano","Montemarciano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8621a57eacf45694c1256fa30060267e?OpenDocument","Montemarciano I 1, I - Statuti dei comuni, 1463-1674",1463,"Montemarciano","Montemarciano","Montemarciano I 1, I - Statuti dei comuni, 1463-1674",1463,"Montemarciano",42027,"Montemarciano",1,1463,NA,NA,NA,NA
"Montemarziano","Montemarziano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8621a57eacf45694c1256fa30060267e?OpenDocument","Montemarciano I 1, I - Statuti dei comuni, 1463-1674",1463,"Montemarciano","Montemarciano","Montemarciano I 1, I - Statuti dei comuni, 1463-1674",1463,"Montemarciano",42027,"Montemarciano",1,1463,NA,NA,NA,NA
"Montemonaco","Montemonaco","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3975c2e27f26d75cc1256fa300602748?OpenDocument","Montemonaco I 1, I - Statuti dei comuni, 1442",1442,"Montemonaco","Montemonaco","Montemonaco I 1, I - Statuti dei comuni, 1442",1442,"Montemonaco",44044,"Montemonaco",1,1442,NA,NA,NA,NA
"Montenars","Montenars","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/580638109e6b7d97c1256fa300602853?OpenDocument","Montenars I 1, I - Statuti dei comuni, 1373",1373,"Montenars","Montenars","Montenars I 1, I - Statuti dei comuni, 1373",1373,"Montenars",30061,"Montenars",1,1373,NA,NA,NA,NA
