"comune1921","circondario1921","provincia1921","regione1921","fascist_violence","fascist_branch","fascist1921_vv","fascist1921restr","fascist1924_vv","deportations_d","depo_pop_cap1","large_donors","foots_pop6m","excess_mf1918","rain1919","psu1913_vv","psu1919_vv","psu1920d","psu1921_vv","psu1924_vv","strike_agr_1920","z_red_scare_index","lpop1911","sh_pop_1911_be6","larea","centre_alt","max_alt","ard_vol_pop6m","army_suppliers_d","cruent_d","veterans74_95","veterans96_00","dlab","shcrop","landlord_ass","ind_workers","ind_firms","literacy","elites","bourgeoisie","ownfarm_lots1885","nazi_occ_duration","viol_crimes1874","crime1874","lpop2","lpop3","lpop4","ppi1919_vv","fascist1919_vv","nationalist1919_vv","pnf1921_vv","pnf1921_d","ppi1921_vv","off_fascist1924_vv","ppi1924_vv","traditional1919_vv","traditional1921_vv","traditional1924_vv","casualties_pop6m","draft_foots_pop6m","draftres_foots_pop6m","arditi_pop6m","volunt_pop6m","ard_vol_d","ass_memb1900s_pop","ass1900s_d","agrstrike1913_4","indstrike1913_4","agrstrikers1913_4","indstrikers1913_4","fascist_murders","political_violence","other_violence","mlarge1885","jewish_pop1911","monuments1921d","monuments1921_pop","volunteers1866d","volunteers1866_pop","z_fascism_index","no_south","psu_cand1913","salo","KZ","geometry","veterans","province_fe","fascist_spread_21","fascist_spread_24"
"sanpotitoultra","avellino","avellino","campania",0,0,NA,NA,0.592592597007751,0,0,0,0.011342154815793,NA,0.934040784835815,0,0,0,NA,0,0,-1.05090260505676,7.1577353477478,0.15109033882618,6.00141477584839,517,560,0,0,1,0.209249228239059,0.135855257511139,0.288380146026611,0.052712582051754,0,0.0476190485060215,0.0111111113801599,0.506616234779358,0.0239835847169161,0.0548287816345692,0,144,4.45412254333496,10.0960111618042,51.2331771850586,366.713500976562,2624.83813476562,NA,0,0,NA,NA,NA,0.592592597007751,0,NA,NA,0.407407402992249,0.0170132331550121,0.00378071842715144,0.011342154815793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100151897640899,0,0,0,0,-0.420136749744415,0,0,0,0,c(14.8500003814697, 40.9199981689453),0.345104485750198,"avellino",NA,NA
"sanprospero","mirandola","modena","emilia",0.233154579997063,1,0.405048966407776,NA,0.434628963470459,0,0,0,0.045726727694273,NA,0.795739948749542,0.673913061618805,0.796116530895233,1,0.408930659294128,0.408716142177582,0,1.34449255466461,8.36380863189697,0.188388898968697,8.14409828186035,22,27,0.000544365786481649,0,1,0.27791890501976,0.13920071721077,0.314289182424545,0.164210006594658,0,0.0248116962611675,0.0106335841119289,0.690800189971924,0.0310634672641754,0.0596905797719955,1,714,0.628930807113647,4.20597505569458,69.9532928466797,585.075988769531,4893.46337890625,0.0679611638188362,0,0,0,0,0.0775558203458786,0.434628963470459,0.124852769076824,0.135922327637672,0.106114387512207,0.0212014131247997,0.0571584105491638,0.0185084380209446,0.0408274345099926,0,0.000544365786481649,1,0,0,0,0,0,0,0,0.233154579997063,0,2,0.000520701403729618,0,0,1,0,3.17411088943481,1,1,1,0,c(11.0200004577637, 44.7799987792969),0.41711962223053,"modena",0.405048966407776,0.0295799970626831
"sanquiricodorcia","montepulciano","siena","toscana",0,0,0.084494948387146,NA,0.773999989032745,0,0,1,0.0282714050263166,NA,1,0.181425482034683,0.320754706859589,1,0.513368964195251,0.178000003099442,1,1.30466389656067,7.72532987594604,0.113907285034657,8.34877490997314,424,495,0,0,1,0.279980182647705,0.150186777114868,0.200723826885223,0.332405358552933,0,0.084857352077961,0.0256035104393959,0.632471740245819,0.0306236073374748,0.0601336285471916,1,421,0.522739171981812,3.34553050994873,59.680721282959,461.053253173828,3561.78857421875,0.0272536687552929,0,0,0,0,0.0249554365873337,0.773999989032745,0.0260000005364418,0.477987408638,0.371833026409149,0.0040000001899898,0.0306946691125631,0.00726978993043303,0.0274636503309011,0,0,0,0.0799117013812065,1,0,0,0,0,0,0,0,0,6.33560994174331e-05,0,0,1,0,0.160536974668503,1,1,1,0,c(11.6199998855591, 43.0499992370605),0.430166959762573,"siena",0.084494948387146,0.689505040645599
"sanquiricoinvaldipolcevera","genova","genova","liguria",0,0,0.0325797908008099,NA,0.319783210754395,0,0,0,0.0084493039175868,NA,1,0.531088054180145,0.628701567649841,0,0.410901457071304,0.35501354932785,0,0.0190540570765734,8.43815040588379,0.164502158761024,6.2766432762146,25,1183,0,0,1,0.149540349841118,0.0739355161786079,0.0452141128480434,0.0103491097688675,0,0.262807160615921,0.0245730951428413,0.945825040340424,0.0176624804735184,0.101421281695366,0,719,1.93837988376617,9.74290943145752,71.2023849487305,600.81640625,5069.779296875,0.193621873855591,0,0,0,0,0.365828096866608,0.319783210754395,0.267389327287674,0.123006835579872,0.124652907252312,0.0523938611149788,0.0129224648699164,0.00646123243495822,0.0084493039175868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189453968778253,0,0,0,0,-0.850230813026428,1,1,1,0,c(8.89999961853027, 44.4799995422363),0.223475866019726,"genova",0.0325797908008099,0.287203419953585
"sanquirino","pordenone","udine","veneto",0,0,0.0624800398945808,NA,0.721074402332306,0,0,0,0.0428265519440174,NA,0.891434848308563,0.441860467195511,0.278985500335693,0,0.226345077157021,0.173553720116615,1,0.193055853247643,7.99260663986206,0.223386272788048,8.52931976318359,116,193,0,0,1,0.338205605745316,0.168057799339294,0.140092551708221,0.0454354211688042,0,0.0251770261675119,0.00786782056093216,0.809421837329865,0.0166175849735737,0.0820361822843552,1,723,4.51795673370361,16.6168918609619,63.8817596435547,510.581787109375,4080.87939453125,0.0833333358168602,0,0,0,0,0.102040819823742,0.721074402332306,0.0433884300291538,0.55434787273407,0.609134078025818,0.0413223132491112,0.069593146443367,0.0214132759720087,0.0396145619452,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63583458238281e-05,0,0,0,0,-0.0483399666845798,1,1,1,0,c(12.6700000762939, 46.0299987792969),0.50626340508461,"udine",0.0624800398945808,0.658594362437725
"sanremo","sanremo","portomaurizio","liguria",0,1,0.0848078951239586,NA,0.571901440620422,1,1,1,0.012521043419838,0.866141736507416,0.85057920217514,0.530988693237305,0.36773955821991,1,0.283921808004379,0.229128360748291,0,0.615458548069,10.0426845550537,0.126636788249016,8.3245792388916,11,1299,0.000210437705391087,1,1,0.150121778249741,0.083675742149353,0.135074362158775,0.00340136047452688,0,0.0857771262526512,0.0194281525909901,0.939078271389008,0.0602444373071194,0.135650873184204,1,717,3.67737197875977,8.58053398132324,100.855514526367,1012.86010742188,10171.8349609375,0.184609696269035,0,0,0,0,0.132185578346252,0.571901440620422,0.132033824920654,0.374768763780594,0.32079467177391,0.0559029057621956,0.0216750837862492,0.00515572400763631,0.011468855664134,0.000105218852695543,0.000105218852695543,1,0.0228824988007545,1,0,0,0,0,0,0,0,0,0.000944612373132259,0,0,1,0,0.99006998538971,1,1,1,0,c(7.76999998092651, 43.8199996948242),0.233797520399094,"portomaurizio",0.0848078951239586,0.487093545496464
"sanroccoalporto","lodi","milano","lombardia",0.289939105510712,0,0.0486367605626583,NA,0.598522186279297,0,0,0,0.036935705691576,NA,0.779264330863953,0.0128939831629395,0.452160507440567,1,0.586776852607727,0.158867001533508,0,0.759130477905273,8.14583969116211,0.156567126512527,8.0339822769165,47,52,0,0,1,0.337421894073486,0.202800586819649,0.414072692394257,0.0120167946442962,0,0.0224009193480015,0.00574382534250617,0.603967189788818,0.0214275363832712,0.088895320892334,0,718,0.921596050262451,4.09598255157471,66.3547058105469,540.514770507812,4402.94677734375,0.287037044763565,0,0,0,0,0.220779225230217,0.593596041202545,0.213054180145264,0.256172835826874,0.143807157874107,0.0147783253341913,0.0458276346325874,0.0170998629182577,0.0355677157640457,0,0,0,0,0,0,0,0,0,0.289939105510712,0.289939105510712,0,0,1.168265225715e-05,0,0,0,0,0.392016917467117,1,1,1,0,c(9.69999980926514, 45.0699996948242),0.540222480893135,"milano",0.0486367605626583,0.549885425716639
"sanrufino","chiavari","genova","liguria",0,0,0.0899171307682991,NA,0.671875,0,0,0,0.0258780028671026,NA,1,0.00997181888669729,0.00373134319670498,0,0,0.11458333581686,0,-1.04455244541168,7.16084575653076,0.116459630429745,6.8617115020752,274,560,0,0,1,0.149540349841118,0.0739206150174141,0.125884726643562,0.0915065705776215,0,0,0,0.805914998054504,0.0375800468027592,0.0591506585478783,1,719,0.560452461242676,2.13990926742554,51.2777137756348,367.191772460938,2629.40380859375,0.294776111841202,0,0,0,0,0.365758746862411,0.671875,0.18229167163372,0.690298497676849,0.49763149023056,0.03125,0.0573012940585613,0.0129390014335513,0.0258780028671026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050908449338749,0,0,0,0,0.0308219417929649,1,1,1,0,c(9.31999969482422, 44.3499984741211),0.223460964858532,"genova",0.0899171307682991,0.581957869231701
"sanrufo","salaconsilina","salerno","campania",0,0,0,0,0.996254682540894,0,0,0,0.0367231629788876,NA,NA,0,0,0,0,0,0,-1.05090260505676,7.5240216255188,0.142008632421494,8.07246780395508,625,1450,0,0,1,0.21229812502861,0.141304671764374,0.375167399644852,0.0350105240941048,0,0.0673758834600449,0.0165484640747309,0.25141242146492,0.028314521536231,0.0585421845316887,0,129,3.01086521148682,4.6472053527832,56.6109008789062,425.941650390625,3204.79418945312,0.0636363625526428,0,0,0,0,0.0622837357223034,0.996254682540894,0,0.936363637447357,0.937716245651245,0.00374531839042902,0.0437853112816811,0.00988700520247221,0.0353107340633869,0,0,0,0.0232181418687105,1,0,0,0,0,0,0,0,0,0.000142517135827802,0,0,1,0,0.0280343368649483,0,0,0,0,c(15.4499998092651, 40.4199981689453),0.353602796792984,"salerno",0,0.996254682540894
"sansebastianocurone","tortona","alessandria","piemonte",0,0,0.0364329926669598,NA,0.932584285736084,0,0,0,0.0168539322912693,NA,0.823087692260742,0.218181818723679,0.375757575035095,0,0.206521734595299,0.0224719103425741,2,1.12691426277161,6.7393364906311,0.115976333618164,6.06842565536499,336,1473,0,0,1,0.23923896253109,0.13603238761425,0.139791294932365,0.0468596182763577,0,0.117224879562855,0.0574162676930428,0.817415714263916,0.0250049214810133,0.0622169747948647,1,721,0.557103037834167,3.1569173336029,45.4186553955078,306.091613769531,2062.85424804688,0.115151517093182,0,0,0,0,0.56521737575531,0.926966309547424,0.0337078645825386,0.496969699859619,0.19182787835598,0.0112359551712871,0.0280898883938789,0.00842696614563465,0.0168539322912693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018345499120187,0,0,0,0,0.135763019323349,1,1,1,0,c(9.0600004196167, 44.7900009155273),0.37527135014534,"alessandria",0.0364329926669598,0.896151293069124
"sansebastianodapo","torino","torino","piemonte",0,0,NA,NA,0.448275864124298,1,0.0925501212477684,0,0.0150976907461882,NA,0.532809317111969,0.609890103340149,0.600386083126068,0,NA,0.275862067937851,0,-0.0291346665471792,7.84541606903076,0.150352388620377,7.41697978973389,313,420,0,0,1,0.183063253760338,0.0977650955319405,0.140725165605545,0.0377604179084301,0,0.233815684914589,0.013709063641727,0.930728256702423,0.0268429480493069,0.0607972741127014,0,720,0.115807756781578,1.1580775976181,61.5505523681641,482.889709472656,3788.470703125,0.239382237195969,0.0154440151527524,0,NA,NA,NA,0.448275864124298,0.00862068962305784,0.144787639379501,NA,0.267241388559341,0.0373001769185066,0.0062166964635253,0.0142095917835832,0,0,0,0.0524667203426361,1,0,0,0,0,0,0,0,1,0.00423060171306133,0,0,0,0,-0.72283935546875,1,1,1,0,c(7.94000005722046, 45.1500015258789),0.280828349292278,"torino",NA,NA
"sansecondodipinerolo","pinerolo","torino","piemonte",0,0,0.0269990526139736,NA,0.20776255428791,1,1,0,0.0118025755509734,NA,0.536529004573822,0,0.13882352411747,0,0.0961538478732109,0.0433789938688278,0,-0.81464558839798,7.60986232757568,0.114469774067402,7.14045286178589,413,1325,0,0,1,0.188652843236923,0.118725389242172,0.134100154042244,0.0269322488456964,0,0.0601145029067993,0.00954198464751244,0.924892723560333,0.0350680314004421,0.0722401440143585,1,720,0.68911200761795,3.150226354599,57.9100036621094,440.687164306641,3353.56860351562,0.296470582485199,0,0,0,0,0.396634608507156,0.205479457974434,0.11643835902214,0.564705848693848,0.480212509632111,0.632420063018799,0.024678111076355,0.00643776822835207,0.0118025755509734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155553643708117,0,0,1,0,-1.05829644203186,1,1,1,0,c(7.30000019073486, 44.8699989318848),0.307378232479095,"torino",0.0269990526139736,0.180763501673937
"sansecondoparmense","borgosandonnino","parma","emilia",0.333000332117081,1,0.0824645534157753,NA,0.827034890651703,0,0,0,0.0381679385900497,NA,0.869406402111053,0,0.48337596654892,0,0.328571438789368,0.0973837226629257,2,1.31006479263306,8.70051383972168,0.154345661401749,8.2498369216919,37,43,0,0,1,0.273546516895294,0.143948376178741,0.166710525751114,0.0479645170271397,1,0.0734004527330399,0.0181877240538597,0.76106870174408,0.0451076924800873,0.135886937379837,0,718,0.68911200761795,3.150226354599,75.6989440917969,658.619689941406,5730.32958984375,0.154305204749107,0,0,0,0,0.165413528680801,0.827034890651703,0.0632267445325851,0.323955655097961,0.0979865714907646,0.00218023266643286,0.0503816790878773,0.0194656495004892,0.0377862602472305,0,0,0,0.00666000647470355,1,0,0,0,0,0.499500513076782,0.333000332117081,0,1,0.00139035761822015,0,0,1,0,2.19595503807068,1,0,1,0,c(10.2399997711182, 44.9199981689453),0.417494893074036,"parma",0.0824645534157753,0.744570337235928
"sansepolcro","arezzo","arezzo","toscana",0.525928258895874,0,0.0556132048368454,0.0556132048368454,0.51158207654953,0,0,0,0.0355683714151382,NA,1,0.378378391265869,0.663016438484192,1,0.586926281452179,0.304090678691864,2,2.65630912780762,9.15978336334229,0.132218360900879,9.08318901062012,330,1384,0.000240326844505034,0,1,0.279980182647705,0.149227470159531,0.175159931182861,0.310831665992737,0,0.145511478185654,0.0196242164820433,0.675078094005585,0.0339730866253376,0.0758879333734512,1,481,3.33772087097168,6.01729965209961,83.9016342163086,768.520751953125,7039.48388671875,0.18068690598011,0,0,0,0,0.180806681513786,0.51158207654953,0.10202070325613,0.0184171237051487,0.106649190187454,0.00542138982564211,0.0454217754304409,0.0132179763168097,0.0338860861957073,0.000240326844505034,0,1,0.00736299576237798,1,0,0,0,0,0.210371300578117,0.525928258895874,0,0,0.000130436470499262,0,0,1,0,0.874685108661652,1,1,1,0,c(12.1499996185303, 43.5699996948242),0.429207652807236,"arezzo",0.0556132048368454,0.455968871712685
"sanseverinolucano","lagonegro","potenza","basilicata",0,0,0,0,0.907790124416351,0,0,0,0.0496323518455029,NA,1,0,0,0,0,0,0,-1.05090260505676,8.03300952911377,0.169425517320633,8.71833610534668,884,1587,0,0,1,0.0989521369338036,0.0937264040112495,0.480342954397202,0.00585529068484902,0,0.0309506263583899,0.00957995560020208,0.261948525905609,0.0186114590615034,0.0460058525204659,1,134,2.29792833328247,6.41960906982422,64.5292434692383,518.364013671875,4164.02294921875,0,0,0,0,0,0.059405941516161,0.907790124416351,0,1,0.94059407711029,0,0.0551470592617989,0.0321691185235977,0.0487132370471954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000261748296907172,0,0,0,0,-0.111130654811859,0,0,0,0,c(16.1399993896484, 40.0200004577637),0.192678540945053,"potenza",0,0.907790124416351
"sanseverinomarche","macerata","macerata","marche",0.0729980319738388,1,0.079475462436676,0.079475462436676,0.683639407157898,1,1,0,0.0320924259722233,NA,1,0,0.314925372600555,0,0.226039782166481,0.136060103774071,0,-0.514946401119232,9.52507781982422,0.147310018539429,9.87472820281982,238,1278,0.000366770575055853,0,1,0.263467162847519,0.14774863421917,0.155444592237473,0.311533510684967,0,0.0280707199126482,0.00589330028742552,0.499174773693085,0.0330219082534313,0.0694265514612198,1,418,2.53842902183533,7.19221544265747,90.7271041870117,864.182739257812,8231.408203125,0.328358203172684,0,0,0,0,0.338155508041382,0.683639407157898,0.109766274690628,0.356716424226761,0.291681855916977,0,0.0397946089506149,0.0139372823759913,0.0306253433227539,0.000366770575055853,0,1,0.00737280072644353,1,0,0,0,0,0,0.0729980319738388,0,0,0.000269614451099187,0,0,1,0,1.31471419334412,1,0,1,1,c(13.1700000762939, 43.2200012207031),0.411215797066689,"macerata",0.079475462436676,0.604163944721222
"sansevero","sansevero","foggia","puglie",0.155269861221313,1,0.0432485528290272,NA,0.997545480728149,0,0,0,0.0215653739869595,0.990344822406769,1,0.538779973983765,0.695421040058136,1,0.437320113182068,0.00202136882580817,0,1.17312371730804,10.3797836303711,0.168436735868454,10.3958330154419,89,150,0.000301613647025079,0,1,0.187304556369781,0.107955440878868,0.430471122264862,0.0101317120715976,1,0.0749362036585808,0.0134437046945095,0.529633522033691,0.0205167159438133,0.105243161320686,0,127,5.89815473556519,13.6650314331055,107.739906311035,1118.31689453125,11607.8876953125,0.0646544322371483,0,0,0,0,0.000959386001341045,0.997545480728149,0,0.228091239929199,0.517832338809967,0,0.0258633699268103,0.00972703937441111,0.0208867434412241,0.000301613647025079,0,1,0.0205887835472822,1,0,0,0,0,0.0310539714992046,0.155269861221313,0,1,0.000683187390677631,0,0,1,0,1.80388379096985,0,1,0,0,c(15.3699998855591, 41.6800003051758),0.29525999724865,"foggia",0.0432485528290272,0.954296927899122
"sansiro","como","como","lombardia",0,0,0.0795931294560432,NA,0.0943396240472794,0,0,0,0.0393687672913074,NA,1,0.0236482471227646,0.810185194015503,0,0.488888889551163,0.27358490228653,0,0.327912211418152,6.94697618484497,0.188461542129517,6.68085479736328,255,1905,0,0,1,0.253219872713089,0.154501289129257,0.106064483523369,0.0111310137435794,0,0.0133333336561918,0.00266666663810611,0.860714256763458,0.0348004102706909,0.0871289670467377,1,719,0.615826725959778,3.69496059417725,48.2604789733887,335.264404296875,2329.07373046875,0.0370370373129845,0,0,0,0,0.0833333358168602,0.0943396240472794,0.0283018872141838,0.152777776122093,0.348184645175934,0.584905683994293,0.0904247760772705,0.00714285718277097,0.0378262922167778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231704034376889,0,0,1,0,-0.93661779165268,1,1,1,0,c(9.27000045776367, 46.060001373291),0.407721161842346,"como",0.0795931294560432,0.0147464945912361
"sansossio","arianodipuglia","avellino","campania",0,0,NA,NA,0.535123944282532,0,0,0,0.0413016267120838,NA,NA,0,0,0,NA,0,0,-1.05090260505676,7.70029497146606,0.160706207156181,7.70481204986572,665,830,0,0,1,0.209249228239059,0.13563597202301,0.236672356724739,0.0588123686611652,0,0.00313807534985244,0.00104602507781237,0.421777218580246,0.0216277744621038,0.0550180226564407,0,144,1.80655920505524,7.29571962356567,59.2945442199707,456.585479736328,3515.8427734375,NA,0,0,NA,NA,NA,0.535123944282532,0,NA,NA,0.464876055717468,0.0538172721862793,0.0237797237932682,0.0413016267120838,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48066954151727e-05,0,0,0,0,-0.540676593780518,0,0,0,0,c(15.1999998092651, 41.0699996948242),0.34488520026207,"avellino",NA,NA
"santabbondio","como","como","lombardia",0,0,0.0953280031681061,NA,0.456896543502808,0,0,0,0.0407558120787144,NA,1,0.0236482471227646,0.483333319425583,0,0.351851850748062,0.198275864124298,0,-0.22834113240242,6.62406539916992,0.1394422352314,6.6253924369812,255,1905,0,0,1,0.253219872713089,0.15458120405674,0.106064483523369,0.0111310137435794,0,0.814189195632935,0.0168918911367655,0.916000008583069,0.0348004102706909,0.0871289670467377,1,719,0.615826725959778,3.69496059417725,43.8782424926758,290.65234375,1925.30017089844,0.100000001490116,0,0,0,0,0.135802462697029,0.456896543502808,0.0775862038135529,0.416666656732559,0.417017668485641,0.25862067937851,0.0645083039999008,0.0160000007599592,0.0395049825310707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231704034376889,0,0,1,0,-0.276489168405533,1,1,1,0,c(9.27000045776367, 46.060001373291),0.407801076769829,"como",0.0953280031681061,0.361568540334702
"santabrigida","bergamo","bergamo","lombardia",0,0,0,0,0.382352948188782,1,1,0,0.0772532224655151,NA,1,0,0,0,0.0869565233588219,0.16666667163372,0,-1.05090260505676,6.71901321411133,0.222222223877907,7.27239847183228,825,2328,0,0,1,0.275433033704758,0.157576814293861,0.270594656467438,0.000909256224986166,0,0.0216718260198832,0.00619195029139519,0.965665221214294,0.012729587033391,0.0867430418729782,1,718,1.76817286014557,6.58153247833252,45.1451377868652,303.330780029297,2038.08349609375,0.240963861346245,0,0,0,0,0.355072468519211,0.382352948188782,0.196078434586525,0.759036123752594,0.528985500335693,0.245098039507866,0.103004291653633,0.0343347638845444,0.0686695277690887,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32333217759151e-05,1,1.2077294588089,0,1.2077294588089,-0.937704205513,1,0,1,0,c(9.64000034332275, 45.9700012207031),0.433009847998619,"bergamo",0,0.382352948188782
"santacristinaebissone","pavia","pavia","lombardia",0,0,0.0775325521826744,NA,0.868637084960938,0,0,0,0.0488013699650764,NA,0.745606601238251,0.37659963965416,0.706467688083649,1,0.667125165462494,0.0755336582660675,1,1.96109008789062,7.92443418502808,0.164616495370865,7.70481204986572,71,73,0.000856164377182722,0,1,0.237187013030052,0.138029560446739,0.32708477973938,0.0092852134257555,0,0.129378125071526,0.01429592538625,0.844178080558777,0.0134898386895657,0.0903994366526604,0,719,0.793674111366272,3.7332079410553,62.7966575622559,497.627990722656,3943.42016601562,0.134328365325928,0,0,0,0,0.137551575899124,0.853858768939972,0.0443349741399288,0.159203976392746,0.117790691554546,0.00821018032729626,0.060787670314312,0.0239726025611162,0.0470890402793884,0.000856164377182722,0,1,0,0,0,0,0,0,0,0,0,1,0.00024741911329329,0,0,1,0,0.269684106111526,1,1,1,0,c(9.39999961853027, 45.1500015258789),0.375216573476791,"pavia",0.0775325521826744,0.791104532778263
"santacristinagela","palermo","palermo","sicilia",0,0,0,0,0.507352948188782,0,0,0,0.0127877239137888,NA,1,0.00975609757006168,0.188811182975769,0,0,0,0,-0.729574084281921,6.89568281173706,0.137651816010475,8.26462078094482,674,1023,0,0,1,0.15383392572403,0.112183585762978,0.343277513980865,0.0212765950709581,0,0,0,0.498721241950989,0.0253508388996124,0.0588048882782459,1,74,2.7477560043335,12.4564943313599,47.5504417419434,327.892761230469,2261.04443359375,0.0349650345742702,0,0,0,0,0.0732984319329262,0.507352948188782,0.191176474094391,0.489510476589203,0.926701545715332,0.113970592617989,0.0127877239137888,0.00511508947238326,0.0127877239137888,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000523224647622555,0,0,0,0,-0.741064786911011,0,1,0,0,c(13.3199996948242, 37.8199996948242),0.266017511487007,"palermo",0,0.507352948188782
"santacrocedimagliano","larino","campobasso","abruzzi",0,1,0,0,0.884902834892273,0,0,0,0.0282583627849817,NA,1,0,0,0,0.899204254150391,0.0777279511094093,0,-1.05090260505676,8.44912815093994,0.159066587686539,8.59248638153076,606,658,0.00173010386060923,0,1,0.26503574848175,0.137613847851753,0.320189565420151,0.0363981053233147,0,0.0574658513069153,0.0178991984575987,0.470011532306671,0.0202843602746725,0.0858767777681351,1,158,9.32400894165039,21.7560214996338,71.3877639770508,603.164367675781,5096.21337890625,NA,0,0,0,0,0.0053050396963954,0.884902834892273,0.00298953661695123,NA,0.0954907163977623,0.0343796722590923,0.0328719727694988,0.0121107269078493,0.0259515568614006,0.00173010386060923,0,1,0.0747163370251656,1,0,0,0,0,0,0,0,0,0.000193528772797436,0,0,0,0,0.998536705970764,0,0,1,0,c(14.9899997711182, 41.7000007629395),0.402649596333504,"campobasso",0,0.884902834892273
"santacrocesullarno","sanminiato","firenze","toscana",0.154655113816261,0,0.0982747972011566,NA,0.998171150684357,1,1,0,0.0380014069378376,NA,0.936986327171326,0.399106472730637,0.670477449893951,1,0.493529409170151,0.00109729333780706,1,1.89984011650085,8.77431297302246,0.131147533655167,7.44833374023438,16,112,0,1,1,0.278311103582382,0.150369793176651,0.130837634205818,0.215852811932564,0,0.234355822205544,0.0395705513656139,0.704081654548645,0.0324032157659531,0.0802492126822472,1,481,1.22118198871613,4.40365600585938,76.9885711669922,675.521789550781,5927.23974609375,0.133826494216919,0,0,0,0,0.117058821022511,0.998171150684357,0.000365764455636963,0.195696026086807,0.291136980056763,0,0.0524278692901134,0.0207600276917219,0.0358902178704739,0,0,0,0,0,0,0,0,0,0,0.309310227632523,0.154655113816261,1,4.33921086369082e-05,0,0,1,0,0.971670746803284,1,1,1,0,c(10.789999961853, 43.7000007629395),0.428680896759033,"firenze",0.0982747972011566,0.8998963534832
"santadi","iglesias","cagliari","sardegna",0,0,0,0,0.436363637447357,0,0,0,0.0379810109734535,NA,0.850022673606873,0.224231466650963,0.227979272603989,0,0.0359848476946354,0.327272713184357,0,-0.662915766239166,8.4394474029541,0.167531341314316,9.82881832122803,135,1105,0,0,1,0.145492002367973,0.11784852296114,0.466646820306778,0.0145920189097524,0,0.0133277801796794,0.00624739704653621,0.179410293698311,0.0416914820671082,0.0410958901047707,1,132,0.361892700195312,3.89034652709961,71.2242736816406,601.093505859375,5072.89697265625,0.0259067360311747,0,0,0,0,0.0170454550534487,0.436363637447357,0.090909093618393,0.616580307483673,0.583333313465118,0.0272727273404598,0.0414792597293854,0.0159920044243336,0.0369815081357956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141280179377645,0,0,0,0,-0.852739155292511,0,1,0,0,c(8.72000026702881, 39.0800018310547),0.263340525329113,"cagliari",0,0.436363637447357
"santafiora","grosseto","grosseto","toscana",0.385282218456268,0,0.0816859975457191,NA,0.974358975887299,0,0,0,0.0435264743864536,NA,0.749180614948273,0.493353009223938,0.620155036449432,1,0.374653100967407,0.00723208393901587,1,1.81419885158539,8.5546817779541,0.162443593144417,9.09515380859375,687,1630,0,1,1,0.29109662771225,0.135398745536804,0.245997086167336,0.0727802067995071,0,0.116149932146072,0.0268394276499748,0.601053535938263,0.0260553136467934,0.0506550222635269,0,403,1.38491368293762,7.20155096054077,73.1825790405273,626.0537109375,5355.68994140625,0.139534890651703,0,0,0,0,0.174838110804558,0.974358975887299,0.00854700896888971,0.113695092499256,0.312393575906754,0,0.0582201257348061,0.0158026050776243,0.0415858067572117,0,0,0,0.0378340855240822,1,0,0,0,0,0,0.385282218456268,0,0,0.00101613544393331,1,0.192641109228134,0,0.192641109228134,1.40601122379303,1,1,1,0,c(11.5900001525879, 42.8300018310547),0.426495373249054,"grosseto",0.0816859975457191,0.892672978341579
"santaflavia","palermo","palermo","sicilia",0,0,0,0,0.668141603469849,0,0,0,0.00626398203894496,NA,1,0,0.00120918988250196,0,0.00263157906010747,0.00632111262530088,0,-1.04884469509125,8.61920833587646,0.162001088261604,7.27586460113525,47,411,0.000447427300969139,0,1,0.15383392572403,0.112094894051552,0.270673125982285,0.0036077091936022,0,0.0402957499027252,0.00258780037984252,0.517225921154022,0.0191778223961592,0.0527864843606949,0,74,1.09895861148834,14.3911247253418,74.2907485961914,640.327453613281,5519.11572265625,0.0314389355480671,0,0,0,0,0.0114035084843636,0.668141603469849,0.0164348930120468,0.940749704837799,0.985964894294739,0.106826804578304,0.0129753919318318,0.00223713647574186,0.00536912772804499,0.000447427300969139,0,1,0,0,0,0,0,0,0,0,0,1,0.000523224647622555,0,0,0,0,-0.488125532865524,0,0,0,0,c(13.5200004577637, 38.0699996948242),0.265928819775581,"palermo",0,0.668141603469849
